B73_Cluster	B73_Genes	PH207_Cluster	PH207_Genes
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1027	Zm00001d032876,Zm00001d032881,Zm00001d032882,Zm00001d032883,Zm00001d032884,Zm00001d032885,Zm00001d032886	Cluster_0168	Zm00008a004300,Zm00008a004301,Zm00008a004302,Zm00008a004304,Zm00008a004305,Zm00008a004307
Cluster_1029	Zm00001d032942,Zm00001d032943	NA	Zm00008a004357
Cluster_1029	Zm00001d032942,Zm00001d032943	NA	Zm00008a004357
Cluster_1030	Zm00001d032946,Zm00001d032947	NA	Zm00008a004360
Cluster_1030	Zm00001d032946,Zm00001d032947	NA	Zm00008a004360
Cluster_1031	Zm00001d032985,Zm00001d032987	Cluster_0170	Zm00008a004397,Zm00008a004411
Cluster_1031	Zm00001d032985,Zm00001d032987	Cluster_0170	Zm00008a004397,Zm00008a004411
Cluster_1033	Zm00001d033029,Zm00001d033030	Cluster_0172	Zm00008a004437,Zm00008a004438
Cluster_1033	Zm00001d033029,Zm00001d033030	Cluster_0172	Zm00008a004437,Zm00008a004438
Cluster_1034	Zm00001d033049,Zm00001d033050	NA	Zm00008a004452
Cluster_1034	Zm00001d033049,Zm00001d033050	NA	Zm00008a004452
Cluster_1035	Zm00001d033061,Zm00001d033062,Zm00001d033063	Cluster_0173	Zm00008a004465,Zm00008a004466
Cluster_1035	Zm00001d033061,Zm00001d033062,Zm00001d033063	Cluster_0173	Zm00008a004465,Zm00008a004466
Cluster_1035	Zm00001d033061,Zm00001d033062,Zm00001d033063	Cluster_0173	Zm00008a004465,Zm00008a004466
Cluster_1036	Zm00001d033066,Zm00001d033067,Zm00001d033068,Zm00001d033071	NA	Zm00008a004469
Cluster_1036	Zm00001d033066,Zm00001d033067,Zm00001d033068,Zm00001d033071	Cluster_0174	Zm00008a004470,Zm00008a004472,Zm00008a004473,Zm00008a004474
Cluster_1036	Zm00001d033066,Zm00001d033067,Zm00001d033068,Zm00001d033071	Cluster_0174	Zm00008a004470,Zm00008a004472,Zm00008a004473,Zm00008a004474
Cluster_1037	Zm00001d033129,Zm00001d033130	NA	Zm00008a004515
Cluster_1037	Zm00001d033129,Zm00001d033130	Cluster_0176	Zm00008a004513,Zm00008a004514
Cluster_1037	Zm00001d033129,Zm00001d033130	Cluster_0176	Zm00008a004513,Zm00008a004514
Cluster_1038	Zm00001d033132,Zm00001d033136	NA	Zm00008a040095
Cluster_1039	Zm00001d033154,Zm00001d033156	NA	Zm00008a004529
Cluster_1040	Zm00001d033189,Zm00001d033190	Cluster_0178	Zm00008a004552,Zm00008a004553
Cluster_1040	Zm00001d033189,Zm00001d033190	Cluster_0178	Zm00008a004552,Zm00008a004553
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	NA	Zm00008a004697
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	Cluster_0179	Zm00008a004557,Zm00008a004558,Zm00008a004559,Zm00008a004560
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	Cluster_0179	Zm00008a004557,Zm00008a004558,Zm00008a004559,Zm00008a004560
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	Cluster_0179	Zm00008a004557,Zm00008a004558,Zm00008a004559,Zm00008a004560
Cluster_1041	Zm00001d033195,Zm00001d033196,Zm00001d033200,Zm00001d033201	Cluster_0179	Zm00008a004557,Zm00008a004558,Zm00008a004559,Zm00008a004560
Cluster_1042	Zm00001d033207,Zm00001d033208	Cluster_0180	Zm00008a004567,Zm00008a004568
Cluster_1042	Zm00001d033207,Zm00001d033208	Cluster_0180	Zm00008a004567,Zm00008a004568
Cluster_1043	Zm00001d033247,Zm00001d033248	Cluster_0182	Zm00008a004601,Zm00008a004603
Cluster_1043	Zm00001d033247,Zm00001d033248	Cluster_0182	Zm00008a004601,Zm00008a004603
Cluster_1043	Zm00001d033247,Zm00001d033248	Cluster_0182	Zm00008a004601,Zm00008a004603
Cluster_1044	Zm00001d033250,Zm00001d033252	Cluster_0182	Zm00008a004601,Zm00008a004603
Cluster_1044	Zm00001d033250,Zm00001d033252	Cluster_0182	Zm00008a004601,Zm00008a004603
Cluster_1045	Zm00001d033254,Zm00001d033256	Cluster_0183	Zm00008a004607,Zm00008a004608
Cluster_1045	Zm00001d033254,Zm00001d033256	Cluster_0183	Zm00008a004607,Zm00008a004608
Cluster_1046	Zm00001d033272,Zm00001d033273	NA	Zm00008a004621
Cluster_1046	Zm00001d033272,Zm00001d033273	NA	Zm00008a004621
Cluster_1047	Zm00001d033313,Zm00001d033314	NA	Zm00008a004657
Cluster_1047	Zm00001d033313,Zm00001d033314	Cluster_0184	Zm00008a004658,Zm00008a004659
Cluster_1049	Zm00001d033360,Zm00001d033362	Cluster_0186	Zm00008a004688,Zm00008a004690
Cluster_1049	Zm00001d033360,Zm00001d033362	Cluster_0186	Zm00008a004688,Zm00008a004690
Cluster_1049	Zm00001d033360,Zm00001d033362	Cluster_0186	Zm00008a004688,Zm00008a004690
Cluster_1050	Zm00001d033407,Zm00001d033412,Zm00001d033413	Cluster_0188	Zm00008a004730,Zm00008a004732,Zm00008a004733
Cluster_1050	Zm00001d033407,Zm00001d033412,Zm00001d033413	Cluster_0188	Zm00008a004730,Zm00008a004732,Zm00008a004733
Cluster_1050	Zm00001d033407,Zm00001d033412,Zm00001d033413	Cluster_0188	Zm00008a004730,Zm00008a004732,Zm00008a004733
Cluster_1050	Zm00001d033407,Zm00001d033412,Zm00001d033413	Cluster_0188	Zm00008a004730,Zm00008a004732,Zm00008a004733
Cluster_1052	Zm00001d033415,Zm00001d033416	NA	Zm00008a004735
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0189	Zm00008a004745,Zm00008a004746,Zm00008a004748,Zm00008a004750,Zm00008a004751,Zm00008a004754,Zm00008a004757
Cluster_1053	Zm00001d033429,Zm00001d033430,Zm00001d033433,Zm00001d033434,Zm00001d033436,Zm00001d033438,Zm00001d033440,Zm00001d033442	Cluster_0191	Zm00008a004749,Zm00008a004752,Zm00008a004755,Zm00008a004758
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	Cluster_0192	Zm00008a004767,Zm00008a004768,Zm00008a004769,Zm00008a004770,Zm00008a004771
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	Cluster_0192	Zm00008a004767,Zm00008a004768,Zm00008a004769,Zm00008a004770,Zm00008a004771
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	Cluster_0192	Zm00008a004767,Zm00008a004768,Zm00008a004769,Zm00008a004770,Zm00008a004771
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	Cluster_0192	Zm00008a004767,Zm00008a004768,Zm00008a004769,Zm00008a004770,Zm00008a004771
Cluster_1054	Zm00001d033460,Zm00001d033462,Zm00001d033463,Zm00001d033464	Cluster_0192	Zm00008a004767,Zm00008a004768,Zm00008a004769,Zm00008a004770,Zm00008a004771
Cluster_1055	Zm00001d033489,Zm00001d033490	Cluster_0193	Zm00008a004791,Zm00008a004792
Cluster_1055	Zm00001d033489,Zm00001d033490	Cluster_0193	Zm00008a004791,Zm00008a004792
Cluster_1056	Zm00001d033514,Zm00001d033516	Cluster_0194	Zm00008a004819,Zm00008a004820
Cluster_1056	Zm00001d033514,Zm00001d033516	Cluster_0194	Zm00008a004819,Zm00008a004820
Cluster_1057	Zm00001d033530,Zm00001d033531	Cluster_0195	Zm00008a004835,Zm00008a004836
Cluster_1057	Zm00001d033530,Zm00001d033531	Cluster_0195	Zm00008a004835,Zm00008a004836
Cluster_1058	Zm00001d033535,Zm00001d033537	NA	Zm00008a004842
Cluster_1058	Zm00001d033535,Zm00001d033537	NA	Zm00008a004842
Cluster_1058	Zm00001d033535,Zm00001d033537	Cluster_0196	Zm00008a004840,Zm00008a004841
Cluster_1059	Zm00001d033564,Zm00001d033571	NA	Zm00008a004864
Cluster_1059	Zm00001d033564,Zm00001d033571	Cluster_0197	Zm00008a004865,Zm00008a004869
Cluster_1060	Zm00001d033606,Zm00001d033607	Cluster_0198	Zm00008a004895,Zm00008a004897
Cluster_1060	Zm00001d033606,Zm00001d033607	Cluster_0198	Zm00008a004895,Zm00008a004897
Cluster_1061	Zm00001d033623,Zm00001d033624	NA	Zm00008a004913
Cluster_1061	Zm00001d033623,Zm00001d033624	NA	Zm00008a004913
Cluster_1062	Zm00001d033649,Zm00001d033650,Zm00001d033651	Cluster_0200	Zm00008a004932,Zm00008a004933
Cluster_1062	Zm00001d033649,Zm00001d033650,Zm00001d033651	Cluster_0200	Zm00008a004932,Zm00008a004933
Cluster_1062	Zm00001d033649,Zm00001d033650,Zm00001d033651	Cluster_0200	Zm00008a004932,Zm00008a004933
Cluster_1063	Zm00001d033686,Zm00001d033689,Zm00001d033694	NA	Zm00008a004959
Cluster_1063	Zm00001d033686,Zm00001d033689,Zm00001d033694	NA	Zm00008a004959
Cluster_1063	Zm00001d033686,Zm00001d033689,Zm00001d033694	NA	Zm00008a004959
Cluster_1065	Zm00001d033709,Zm00001d033710,Zm00001d033711	Cluster_0201	Zm00008a004965,Zm00008a004966,Zm00008a004967
Cluster_1065	Zm00001d033709,Zm00001d033710,Zm00001d033711	Cluster_0201	Zm00008a004965,Zm00008a004966,Zm00008a004967
Cluster_1065	Zm00001d033709,Zm00001d033710,Zm00001d033711	Cluster_0201	Zm00008a004965,Zm00008a004966,Zm00008a004967
Cluster_1066	Zm00001d033754,Zm00001d033765	Cluster_0202	Zm00008a004996,Zm00008a004998
Cluster_1066	Zm00001d033754,Zm00001d033765	Cluster_0202	Zm00008a004996,Zm00008a004998
Cluster_1067	Zm00001d033836,Zm00001d033837	Cluster_0203	Zm00008a005038,Zm00008a005039
Cluster_1067	Zm00001d033836,Zm00001d033837	Cluster_0203	Zm00008a005038,Zm00008a005039
Cluster_1067	Zm00001d033836,Zm00001d033837	Cluster_0203	Zm00008a005038,Zm00008a005039
Cluster_1068	Zm00001d033859,Zm00001d033861	NA	Zm00008a005062
Cluster_1068	Zm00001d033859,Zm00001d033861	NA	Zm00008a005063
Cluster_1068	Zm00001d033859,Zm00001d033861	Cluster_0204	Zm00008a005059,Zm00008a005061
Cluster_1068	Zm00001d033859,Zm00001d033861	Cluster_0204	Zm00008a005059,Zm00008a005061
Cluster_1069	Zm00001d033890,Zm00001d033891,Zm00001d033892	Cluster_0206	Zm00008a005086,Zm00008a005087,Zm00008a005088
Cluster_1069	Zm00001d033890,Zm00001d033891,Zm00001d033892	Cluster_0206	Zm00008a005086,Zm00008a005087,Zm00008a005088
Cluster_1069	Zm00001d033890,Zm00001d033891,Zm00001d033892	Cluster_0206	Zm00008a005086,Zm00008a005087,Zm00008a005088
Cluster_1071	Zm00001d033942,Zm00001d033943	NA	Zm00008a005124
Cluster_1071	Zm00001d033942,Zm00001d033943	NA	Zm00008a005125
Cluster_1072	Zm00001d034002,Zm00001d034003	Cluster_0207	Zm00008a005172,Zm00008a005173
Cluster_1072	Zm00001d034002,Zm00001d034003	Cluster_0207	Zm00008a005172,Zm00008a005173
Cluster_1073	Zm00001d034015,Zm00001d034017	Cluster_0208	Zm00008a005184,Zm00008a005185
Cluster_1073	Zm00001d034015,Zm00001d034017	Cluster_0208	Zm00008a005184,Zm00008a005185
Cluster_1073	Zm00001d034015,Zm00001d034017	Cluster_0208	Zm00008a005184,Zm00008a005185
Cluster_1074	Zm00001d034040,Zm00001d034043	Cluster_0211	Zm00008a005209,Zm00008a005211
Cluster_1074	Zm00001d034040,Zm00001d034043	Cluster_0211	Zm00008a005209,Zm00008a005211
Cluster_1075	Zm00001d034045,Zm00001d034047	NA	Zm00008a005213
Cluster_1075	Zm00001d034045,Zm00001d034047	NA	Zm00008a005218
Cluster_1076	Zm00001d034057,Zm00001d034058	Cluster_0212	Zm00008a005228,Zm00008a005229
Cluster_1076	Zm00001d034057,Zm00001d034058	Cluster_0212	Zm00008a005228,Zm00008a005229
Cluster_1077	Zm00001d034066,Zm00001d034067,Zm00001d034068,Zm00001d034069	Cluster_0213	Zm00008a005236,Zm00008a005237,Zm00008a005238
Cluster_1077	Zm00001d034066,Zm00001d034067,Zm00001d034068,Zm00001d034069	Cluster_0213	Zm00008a005236,Zm00008a005237,Zm00008a005238
Cluster_1077	Zm00001d034066,Zm00001d034067,Zm00001d034068,Zm00001d034069	Cluster_0213	Zm00008a005236,Zm00008a005237,Zm00008a005238
Cluster_1077	Zm00001d034066,Zm00001d034067,Zm00001d034068,Zm00001d034069	Cluster_0213	Zm00008a005236,Zm00008a005237,Zm00008a005238
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1078	Zm00001d034095,Zm00001d034096,Zm00001d034097,Zm00001d034104,Zm00001d034107	Cluster_0214	Zm00008a005253,Zm00008a005254,Zm00008a005257,Zm00008a005259,Zm00008a005272
Cluster_1079	Zm00001d034125,Zm00001d034137	Cluster_0215	Zm00008a005274,Zm00008a005283
Cluster_1079	Zm00001d034125,Zm00001d034137	Cluster_0215	Zm00008a005274,Zm00008a005283
Cluster_1080	Zm00001d034128,Zm00001d034129	NA	Zm00008a005277
Cluster_1080	Zm00001d034128,Zm00001d034129	Cluster_0216	Zm00008a005276,Zm00008a005278
Cluster_1081	Zm00001d034164,Zm00001d034166	Cluster_0217	Zm00008a005301,Zm00008a005303,Zm00008a005304
Cluster_1081	Zm00001d034164,Zm00001d034166	Cluster_0217	Zm00008a005301,Zm00008a005303,Zm00008a005304
Cluster_1081	Zm00001d034164,Zm00001d034166	Cluster_0217	Zm00008a005301,Zm00008a005303,Zm00008a005304
Cluster_1081	Zm00001d034164,Zm00001d034166	Cluster_0217	Zm00008a005301,Zm00008a005303,Zm00008a005304
Cluster_1082	Zm00001d034184,Zm00001d034186	NA	Zm00008a005317
Cluster_1082	Zm00001d034184,Zm00001d034186	NA	Zm00008a005317
Cluster_1083	Zm00001d034200,Zm00001d034201	NA	Zm00008a005332
Cluster_1083	Zm00001d034200,Zm00001d034201	NA	Zm00008a005332
Cluster_1090	Zm00001d034372,Zm00001d034376	Cluster_0219	Zm00008a005422,Zm00008a005424
Cluster_1090	Zm00001d034372,Zm00001d034376	Cluster_0219	Zm00008a005422,Zm00008a005424
Cluster_1091	Zm00001d034385,Zm00001d034387,Zm00001d034388	Cluster_0220	Zm00008a005431,Zm00008a005433,Zm00008a005434
Cluster_1091	Zm00001d034385,Zm00001d034387,Zm00001d034388	Cluster_0220	Zm00008a005431,Zm00008a005433,Zm00008a005434
Cluster_1091	Zm00001d034385,Zm00001d034387,Zm00001d034388	Cluster_0220	Zm00008a005431,Zm00008a005433,Zm00008a005434
Cluster_1092	Zm00001d034415,Zm00001d034416	Cluster_0221	Zm00008a005453,Zm00008a005454,Zm00008a005455
Cluster_1092	Zm00001d034415,Zm00001d034416	Cluster_0221	Zm00008a005453,Zm00008a005454,Zm00008a005455
Cluster_1093	Zm00001d034417,Zm00001d034418,Zm00001d034419	Cluster_0222	Zm00008a005456,Zm00008a005457,Zm00008a005458
Cluster_1093	Zm00001d034417,Zm00001d034418,Zm00001d034419	Cluster_0222	Zm00008a005456,Zm00008a005457,Zm00008a005458
Cluster_1093	Zm00001d034417,Zm00001d034418,Zm00001d034419	Cluster_0222	Zm00008a005456,Zm00008a005457,Zm00008a005458
Cluster_1094	Zm00001d034431,Zm00001d034432	Cluster_0223	Zm00008a005466,Zm00008a005467
Cluster_1094	Zm00001d034431,Zm00001d034432	Cluster_0223	Zm00008a005466,Zm00008a005467
Cluster_1095	Zm00001d034446,Zm00001d034454,Zm00001d034456	NA	Zm00008a005479
Cluster_1095	Zm00001d034446,Zm00001d034454,Zm00001d034456	NA	Zm00008a005481
Cluster_1095	Zm00001d034446,Zm00001d034454,Zm00001d034456	NA	Zm00008a005481
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	Cluster_0224	Zm00008a005480,Zm00008a005482
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	Cluster_0224	Zm00008a005480,Zm00008a005482
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	Cluster_0224	Zm00008a005480,Zm00008a005482
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	Cluster_0224	Zm00008a005480,Zm00008a005482
Cluster_1096	Zm00001d034447,Zm00001d034448,Zm00001d034455,Zm00001d034457	Cluster_0224	Zm00008a005480,Zm00008a005482
Cluster_1097	Zm00001d034452,Zm00001d034453	Cluster_0225	Zm00008a005483,Zm00008a005484
Cluster_1098	Zm00001d034460,Zm00001d034461	Cluster_0225	Zm00008a005483,Zm00008a005484
Cluster_1098	Zm00001d034460,Zm00001d034461	Cluster_0225	Zm00008a005483,Zm00008a005484
Cluster_1099	Zm00001d034482,Zm00001d034483	NA	Zm00008a005496
Cluster_1099	Zm00001d034482,Zm00001d034483	NA	Zm00008a005496
Cluster_1100	Zm00001d034488,Zm00001d034489	NA	Zm00008a005501
Cluster_1100	Zm00001d034488,Zm00001d034489	NA	Zm00008a005501
Cluster_1101	Zm00001d034520,Zm00001d034521	Cluster_0226	Zm00008a005540,Zm00008a005541
Cluster_1101	Zm00001d034520,Zm00001d034521	Cluster_0226	Zm00008a005540,Zm00008a005541
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	NA	Zm00008a005554
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	NA	Zm00008a005554
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	Cluster_0227	Zm00008a005553,Zm00008a005555
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	Cluster_0227	Zm00008a005553,Zm00008a005555
Cluster_1102	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	Cluster_0227	Zm00008a005553,Zm00008a005555
Cluster_1103	Zm00001d034551,Zm00001d034552	NA	Zm00008a005560
Cluster_1103	Zm00001d034551,Zm00001d034552	NA	Zm00008a005560
Cluster_1103	Zm00001d034551,Zm00001d034552	Cluster_0228	Zm00008a005561,Zm00008a005562,Zm00008a005568
Cluster_1104	Zm00001d034620,Zm00001d034621	NA	Zm00008a005617
Cluster_1104	Zm00001d034620,Zm00001d034621	NA	Zm00008a005617
Cluster_1105	Zm00001d034639,Zm00001d034641,Zm00001d034642	NA	Zm00008a005634
Cluster_1105	Zm00001d034639,Zm00001d034641,Zm00001d034642	NA	Zm00008a005636
Cluster_1105	Zm00001d034639,Zm00001d034641,Zm00001d034642	NA	Zm00008a005636
Cluster_1106	Zm00001d034643,Zm00001d034644	Cluster_0229	Zm00008a005637,Zm00008a005638
Cluster_1106	Zm00001d034643,Zm00001d034644	Cluster_0229	Zm00008a005637,Zm00008a005638
Cluster_1107	Zm00001d034651,Zm00001d034653	NA	Zm00008a005641
Cluster_1107	Zm00001d034651,Zm00001d034653	NA	Zm00008a005641
Cluster_1108	Zm00001d034671,Zm00001d034672	NA	Zm00008a005656
Cluster_1109	Zm00001d034675,Zm00001d034676	NA	Zm00008a005660
Cluster_1109	Zm00001d034675,Zm00001d034676	NA	Zm00008a005660
Cluster_1111	Zm00001d034715,Zm00001d034716	NA	Zm00008a005693
Cluster_1111	Zm00001d034715,Zm00001d034716	NA	Zm00008a005694
Cluster_1112	Zm00001d034741,Zm00001d034742	NA	Zm00008a005716
Cluster_1112	Zm00001d034741,Zm00001d034742	NA	Zm00008a005716
Cluster_1113	Zm00001d034746,Zm00001d034747	Cluster_0233	Zm00008a005719,Zm00008a005720
Cluster_1113	Zm00001d034746,Zm00001d034747	Cluster_0233	Zm00008a005719,Zm00008a005720
Cluster_1114	Zm00001d034771,Zm00001d034773,Zm00001d034776	Cluster_0234	Zm00008a005742,Zm00008a005746
Cluster_1114	Zm00001d034771,Zm00001d034773,Zm00001d034776	Cluster_0234	Zm00008a005742,Zm00008a005746
Cluster_1114	Zm00001d034771,Zm00001d034773,Zm00001d034776	Cluster_0234	Zm00008a005742,Zm00008a005746
Cluster_1114	Zm00001d034771,Zm00001d034773,Zm00001d034776	Cluster_0234	Zm00008a005742,Zm00008a005746
Cluster_1115	Zm00001d034802,Zm00001d034803	NA	Zm00008a005766
Cluster_1115	Zm00001d034802,Zm00001d034803	NA	Zm00008a005766
Cluster_1116	Zm00001d034900,Zm00001d034904	Cluster_0236	Zm00008a005847,Zm00008a005851
Cluster_1116	Zm00001d034900,Zm00001d034904	Cluster_0236	Zm00008a005847,Zm00008a005851
Cluster_1117	Zm00001d034945,Zm00001d034946,Zm00001d034947	Cluster_0237	Zm00008a005883,Zm00008a005884
Cluster_1117	Zm00001d034945,Zm00001d034946,Zm00001d034947	Cluster_0237	Zm00008a005883,Zm00008a005884
Cluster_1117	Zm00001d034945,Zm00001d034946,Zm00001d034947	Cluster_0237	Zm00008a005883,Zm00008a005884
Cluster_1117	Zm00001d034945,Zm00001d034946,Zm00001d034947	Cluster_0237	Zm00008a005883,Zm00008a005884
Cluster_1118	Zm00001d034976,Zm00001d034977	NA	Zm00008a023424
Cluster_1118	Zm00001d034976,Zm00001d034977	Cluster_0851	Zm00008a023425,Zm00008a023426
Cluster_1118	Zm00001d034976,Zm00001d034977	Cluster_0851	Zm00008a023425,Zm00008a023426
Cluster_1119	Zm00001d035001,Zm00001d035002,Zm00001d035003	Cluster_0854	Zm00008a023452,Zm00008a023453,Zm00008a023454
Cluster_1120	Zm00001d035020,Zm00001d035021	NA	Zm00008a023461
Cluster_1122	Zm00001d035056,Zm00001d035063	NA	Zm00008a023487
Cluster_1122	Zm00001d035056,Zm00001d035063	NA	Zm00008a023487
Cluster_1123	Zm00001d035057,Zm00001d035064	NA	Zm00008a023488
Cluster_1123	Zm00001d035057,Zm00001d035064	NA	Zm00008a023488
