Duplicate_ID	Ancestral_Gene	B1_Genes	B2_Genes	P1_Genes	P2_Genes	B1_Ages	B2_Ages	P1_Ages	P2_Ages
Syntenic_Dup_1079	Sobic.001G408400	Zm00001d028731,Zm00001d028732	NA	Zm00008a001174	NA	11.7394040004	NA	NA	NA
Syntenic_Dup_1080	Sobic.001G406800	Zm00001d028750	Zm00001d047736	Zm00008a001187,Zm00008a001202	Zm00008a035534	NA	NA	2.61179808122	NA
Syntenic_Dup_1081	Sobic.001G405200	Zm00001d028767,Zm00001d028768	NA	Zm00008a001203	NA	11.7433992733	NA	NA	NA
Syntenic_Dup_1082	Sobic.001G405150	Zm00001d028767,Zm00001d028768	Zm00001d047722	NA	NA	11.7438989644	NA	NA	NA
Syntenic_Dup_1083	Sobic.001G400900	Zm00001d028814,Zm00001d028815,Zm00001d028816	NA	Zm00008a001249,Zm00008a001250	NA	2.98716035295,2.98716035295	NA	11.7676404005	NA
Syntenic_Dup_1084	Sobic.001G400200	Zm00001d028821,Zm00001d028822,Zm00001d028823	NA	Zm00008a001255	NA	11.7497052844,11.7497052844	NA	NA	NA
Syntenic_Dup_1085	Sobic.001G397900	Zm00001d028842,Zm00001d028845,Zm00001d028849,Zm00001d028850,Zm00001d028854	Zm00001d047671	Zm00008a001267	Zm00008a035483	9.20905594943,1.28903248413,1.28903248413,9.20905594943	NA	NA	NA
Syntenic_Dup_1086	Sobic.001G396600	Zm00001d028874	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657	Zm00008a001279	Zm00008a035464	NA	11.7382128796,3.09499905115,0.958115237949	NA	NA
Syntenic_Dup_1087	Sobic.001G396100	Zm00001d028885	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Zm00008a001286	Zm00008a035458	NA	1.52370166251,0.457798600148,0.457798600148	NA	NA
Syntenic_Dup_1088	Sobic.001G395900	Zm00001d028887,Zm00001d028888	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Zm00008a001288,Zm00008a001290	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472	1.95300966586	2.92537965139,0.654388887206,0.654388887206	1.95300966586	3.21646854074,3.21646854074,1.38434343125,1.23766344239
Syntenic_Dup_1089	Sobic.001G386400	Zm00001d028987,Zm00001d028988	NA	Zm00008a001366	NA	11.7426229469	NA	NA	NA
Syntenic_Dup_1090	Sobic.001G386000	Zm00001d028995,Zm00001d028999	Zm00001d047554	Zm00008a001371	Zm00008a035395	3.22746303762	NA	NA	NA
Syntenic_Dup_1091	Sobic.001G383700	Zm00001d029028	Zm00001d047535	Zm00008a001393,Zm00008a001394	Zm00008a035381	NA	NA	11.7277046524	NA
Syntenic_Dup_1092	Sobic.001G378800	Zm00001d029084,Zm00001d029088	NA	Zm00008a001436	NA	11.8175219269	NA	NA	NA
Syntenic_Dup_1093	Sobic.001G378700	Zm00001d029085,Zm00001d029089	NA	Zm00008a001437	NA	11.7966494466	NA	NA	NA
Syntenic_Dup_1094	Sobic.001G378600	Zm00001d029086,Zm00001d029090	Zm00001d047507	Zm00008a001438,Zm00008a001440	Zm00008a035360	0.74594762258	NA	1.05653339213	NA
Syntenic_Dup_1095	Sobic.001G377500	Zm00001d029099,Zm00001d029101	NA	Zm00008a001446	NA	11.7240219069	NA	NA	NA
Syntenic_Dup_1096	Sobic.001G375500	Zm00001d029108,Zm00001d029111,Zm00001d029115,Zm00001d029117	NA	Zm00008a001454,Zm00008a001455	NA	0.108812007613,11.7525831126,0.107454897102	NA	0.107454897102	NA
Syntenic_Dup_1097	Sobic.001G374400	Zm00001d029126	Zm00001d047492	Zm00008a001466	Zm00008a035342,Zm00008a035343	NA	NA	NA	0.661911025183
Syntenic_Dup_1098	Sobic.001G372800	Zm00001d029144	Zm00001d047481	Zm00008a001482,Zm00008a001496	Zm00008a035332	NA	NA	11.7224625082	NA
Syntenic_Dup_1099	Sobic.001G372100	Zm00001d029154,Zm00001d029164	Zm00001d047480	Zm00008a001491	Zm00008a035331	5.05511512659	NA	NA	NA
Syntenic_Dup_1100	Sobic.001G371100	Zm00001d029174	Zm00001d047472	Zm00008a001482,Zm00008a001496	Zm00008a035325	NA	NA	4.13900893313	NA
Syntenic_Dup_1101	Sobic.001G369600	Zm00001d029194	NA	Zm00008a001502,Zm00008a001503,Zm00008a001512	NA	NA	NA	11.7244205912,11.7244205912	NA
Syntenic_Dup_1102	Sobic.001G367301	Zm00001d029209,Zm00001d029211	Zm00001d047457	Zm00008a001532,Zm00008a001533	Zm00008a035303	0.0476706659038	NA	11.7382978081	NA
Syntenic_Dup_1103	Sobic.001G366200	Zm00001d029218	NA	Zm00008a001538,Zm00008a001539	NA	NA	NA	11.7406887323	NA
Syntenic_Dup_1104	Sobic.001G364400	Zm00001d029241,Zm00001d029243	NA	Zm00008a001553	NA	5.90239696918	NA	NA	NA
Syntenic_Dup_1105	Sobic.001G363200	Zm00001d029246,Zm00001d029247	NA	Zm00008a001555	NA	11.7307838731	NA	NA	NA
Syntenic_Dup_1106	Sobic.001G359300	Zm00001d029288,Zm00001d029289,Zm00001d029290	Zm00001d047417,Zm00001d047418	Zm00008a001590,Zm00008a001592,Zm00008a001593	Zm00008a035257	6.35414065268,5.03863975463	11.7224058248	0.36749404072,6.35414065268	NA
Syntenic_Dup_1107	Sobic.001G359100	Zm00001d029288,Zm00001d029289,Zm00001d029290	Zm00001d047417,Zm00001d047418	Zm00008a001591,Zm00008a001594	Zm00008a035256	9.67490769359,11.1028714199	9.67490769359	2.81378894149	NA
Syntenic_Dup_1108	Sobic.001G358600	Zm00001d029300	Zm00001d047404,Zm00001d047407	Zm00008a001600	Zm00008a035252	NA	0.637525147352	NA	NA
Syntenic_Dup_1109	Sobic.001G357800	Zm00001d029314,Zm00001d029318,Zm00001d029319,Zm00001d029320,Zm00001d029321	NA	Zm00008a001609,Zm00008a001613	NA	11.7141156417,0.0515283843748,0.0515283843748,11.7141156417	NA	0.0133585159679	NA
Syntenic_Dup_1110	Sobic.001G354200	Zm00001d029353,Zm00001d029356,Zm00001d029359	Zm00001d047192,Zm00001d047194	Zm00008a001636,Zm00008a001638,Zm00008a001639	Zm00008a035103,Zm00008a035104	10.4986061409,10.4986061409	0.875246502512	2.4229076064,6.52771116036	11.7125485718
Syntenic_Dup_1111	Sobic.001G353000	Zm00001d029372,Zm00001d029373	Zm00001d047201	NA	Zm00008a035107	6.06636803991	NA	NA	NA
Syntenic_Dup_1112	Sobic.001G352600	Zm00001d029376,Zm00001d029377	NA	Zm00008a001644,Zm00008a001646	NA	4.32971297572	NA	11.7355873029	NA
Syntenic_Dup_1113	Sobic.001G352500	Zm00001d029376,Zm00001d029377	Zm00001d047203	Zm00008a001644,Zm00008a001646	Zm00008a035108	6.28616056501	NA	11.7370206883	NA
Syntenic_Dup_1114	Sobic.001G351200	Zm00001d029387,Zm00001d029388,Zm00001d029389	Zm00001d047210,Zm00001d047211,Zm00001d047212	Zm00008a001651,Zm00008a001652,Zm00008a001653	Zm00008a035119,Zm00008a035120	2.27483935973,8.36034180304	1.6421577643,8.36034180304	2.93054323197,8.36034180304	11.7140780313
Syntenic_Dup_1115	Sobic.001G350600	Zm00001d029393	Zm00001d047218,Zm00001d047219	Zm00008a001658	Zm00008a035127	NA	8.01034565312	NA	NA
Syntenic_Dup_1116	Sobic.001G348800	Zm00001d029410	Zm00001d047223,Zm00001d047235	Zm00008a001670	Zm00008a035131,Zm00008a035135	NA	8.17910052123	NA	6.41885854055
Syntenic_Dup_1117	Sobic.001G342500	Zm00001d029457,Zm00001d029459	NA	Zm00008a001702,Zm00008a001703	NA	4.03594565114	NA	8.95160288114	NA
Syntenic_Dup_1118	Sobic.001G341200	Zm00001d029476,Zm00001d029478	NA	Zm00008a001719	NA	11.7252202389	NA	NA	NA
Syntenic_Dup_1119	Sobic.001G341100	Zm00001d029476,Zm00001d029478	NA	Zm00008a001717,Zm00008a001718,Zm00008a001720	NA	11.7367080557	NA	3.8833522013,11.7367080557	NA
Syntenic_Dup_1120	Sobic.001G336200	Zm00001d029519,Zm00001d029520,Zm00001d029526	Zm00001d047279	Zm00008a001757,Zm00008a001758	Zm00008a035177	0.149371046929,0.563851161617	NA	11.7414098816	NA
Syntenic_Dup_1121	Sobic.001G330700	Zm00001d029580,Zm00001d029581,Zm00001d029582	NA	Zm00008a001811,Zm00008a001812,Zm00008a001816,Zm00008a001817	NA	1.00417701538,0.500722146846	NA	0.648090866134,1.00417701538,11.7123458835	NA
Syntenic_Dup_1122	Sobic.001G330400	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	Zm00001d047330,Zm00001d047333,Zm00001d047334	Zm00008a001819,Zm00008a001821,Zm00008a001822	Zm00008a035210,Zm00008a035215	11.7231939551,2.70143431012,0.577561723329	9.14927574981,2.70143431012	11.7231939551,2.70143431012	9.14927574981
Syntenic_Dup_1123	Sobic.001G330200	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	NA	Zm00008a001819,Zm00008a001821,Zm00008a001822	NA	11.7289555016,11.7289555016,1.11061179973	NA	11.7289555016,11.7289555016	NA
Syntenic_Dup_1124	Sobic.001G330100	Zm00001d029584,Zm00001d029586,Zm00001d029587,Zm00001d029589	Zm00001d047330,Zm00001d047333,Zm00001d047334	Zm00008a001819,Zm00008a001821,Zm00008a001822	Zm00008a035210,Zm00008a035215	9.84554063475,11.7480803697,2.08015474572	9.84554063475,11.7480803697	9.84554063475,11.7480803697	11.7480803697
Syntenic_Dup_1125	Sobic.001G328500	Zm00001d029601,Zm00001d029602	NA	Zm00008a001832	NA	3.87300926424	NA	NA	NA
Syntenic_Dup_1126	Sobic.001G324700	Zm00001d029628,Zm00001d029630,Zm00001d029631	NA	Zm00008a001848,Zm00008a001850,Zm00008a001852	NA	11.6984017398,11.6984017398	NA	11.6984017398,11.6984017398	NA
Syntenic_Dup_1127	Sobic.001G324300	Zm00001d029635	NA	Zm00008a001859,Zm00008a001861	NA	NA	NA	9.15409584942	NA
Syntenic_Dup_1128	Sobic.001G321800	Zm00001d029667,Zm00001d029668	NA	Zm00008a001879	NA	0.00572336468314	NA	NA	NA
Syntenic_Dup_1129	Sobic.001G312350	Zm00001d029773,Zm00001d029775	NA	NA	NA	11.806722105	NA	NA	NA
Syntenic_Dup_1130	Sobic.001G311000	Zm00001d029783,Zm00001d029784	NA	Zm00008a001964	NA	11.7366111982	NA	NA	NA
Syntenic_Dup_1131	Sobic.001G310900	Zm00001d029783,Zm00001d029784	Zm00001d047378	NA	NA	11.7449549733	NA	NA	NA
Syntenic_Dup_1132	Sobic.001G310400	Zm00001d029792,Zm00001d029798,Zm00001d029800	NA	Zm00008a001968,Zm00008a001970,Zm00008a001972,Zm00008a001978	NA	8.78389221153,1.84289088125	NA	11.7351908438,1.93219370715,11.7351908438	NA
Syntenic_Dup_1133	Sobic.001G310300	Zm00001d029793,Zm00001d029799,Zm00001d029801	Zm00001d047379	Zm00008a001969,Zm00008a001971,Zm00008a001973,Zm00008a001979	Zm00008a035241	11.7337992999,10.8441829034	NA	11.7337992999,11.7337992999,3.99539900392	NA
Syntenic_Dup_1134	Sobic.001G309600	Zm00001d029806	NA	Zm00008a001987,Zm00008a001999	NA	NA	NA	11.755471721	NA
Syntenic_Dup_1135	Sobic.001G308100	Zm00001d029823	NA	Zm00008a001987,Zm00008a001999	NA	NA	NA	11.7287085482	NA
Syntenic_Dup_1136	Sobic.001G306500	Zm00001d029827	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Zm00008a002001	Zm00008a035063,Zm00008a035064	NA	0.524437718607,0.408139253636,0.0205648497587	NA	1.20954296587
Syntenic_Dup_1137	Sobic.001G304300	Zm00001d029858,Zm00001d029859	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	Zm00008a002028,Zm00008a002029	Zm00008a035049	11.7309330719	11.7309330719,1.45413399664,1.73923754483,1.73923754483,1.45413399664	11.7309330719	NA
Syntenic_Dup_1138	Sobic.001G302400	Zm00001d029922,Zm00001d029924	NA	Zm00008a002068	NA	8.46348336345	NA	NA	NA
Syntenic_Dup_1139	Sobic.001G302500	Zm00001d029922,Zm00001d029924	NA	Zm00008a002067,Zm00008a002071	NA	11.7303035635	NA	1.10858664407	NA
Syntenic_Dup_1140	Sobic.001G302800	Zm00001d029932,Zm00001d029933	NA	Zm00008a002072,Zm00008a002073	NA	11.7310127108	NA	3.33841566888	NA
Syntenic_Dup_1141	Sobic.001G295100	Zm00001d029969,Zm00001d029970	NA	Zm00008a002097	NA	11.7581841066	NA	NA	NA
Syntenic_Dup_1142	Sobic.001G295000	Zm00001d029969,Zm00001d029970	NA	Zm00008a002099	NA	11.7161927434	NA	NA	NA
Syntenic_Dup_1143	Sobic.001G293100	Zm00001d030002	Zm00001d047064,Zm00001d047066	Zm00008a002124	Zm00008a034970,Zm00008a034972	NA	4.97576362443	NA	6.37010782396
Syntenic_Dup_1144	Sobic.001G289600	Zm00001d030051	Zm00001d047028,Zm00001d047030	Zm00008a002168	Zm00008a034947,Zm00008a034948	NA	11.7431493478	NA	5.45913715323
Syntenic_Dup_1145	Sobic.001G286300	Zm00001d030079,Zm00001d030080	Zm00001d014416	Zm00008a002190	NA	1.18361781962	NA	NA	NA
Syntenic_Dup_1146	Sobic.001G286200	Zm00001d030079,Zm00001d030080	Zm00001d014417	Zm00008a002191	Zm00008a020298	11.7390845233	NA	NA	NA
Syntenic_Dup_1147	Sobic.001G285200	Zm00001d030094,Zm00001d030095	Zm00001d014418	Zm00008a002201,Zm00008a002203	Zm00008a020300	2.28973191099	NA	11.727927634	NA
Syntenic_Dup_1148	Sobic.001G285100	Zm00001d030094,Zm00001d030095	NA	Zm00008a002201,Zm00008a002203	NA	2.74531175303	NA	11.7311312483	NA
Syntenic_Dup_1149	Sobic.001G283000	Zm00001d030127,Zm00001d030130	NA	Zm00008a002226,Zm00008a002228	NA	11.7346142236	NA	11.7346142236	NA
Syntenic_Dup_1150	Sobic.001G282000	Zm00001d030158,Zm00001d030159	NA	Zm00008a002253,Zm00008a002254	NA	11.286913402	NA	11.7294572599	NA
Syntenic_Dup_1151	Sobic.001G282100	Zm00001d030158,Zm00001d030159	NA	Zm00008a002253,Zm00008a002254	NA	11.7192440308	NA	11.7192440308	NA
Syntenic_Dup_1152	Sobic.001G279500	Zm00001d030177,Zm00001d030180	NA	NA	NA	11.8338126157	NA	NA	NA
Syntenic_Dup_1153	Sobic.001G279300	Zm00001d030177,Zm00001d030180	NA	NA	NA	11.8034661882	NA	NA	NA
Syntenic_Dup_1154	Sobic.001G277400	Zm00001d030207,Zm00001d030208	NA	Zm00008a002291,Zm00008a002299	NA	8.87065466896	NA	11.7454772299	NA
Syntenic_Dup_1155	Sobic.001G276600	Zm00001d030233,Zm00001d030234,Zm00001d030235	NA	Zm00008a002316,Zm00008a002317,Zm00008a002318,Zm00008a002320,Zm00008a002321	NA	11.7361379428,11.7361379428	NA	11.7361379428,11.7361379428,1.54788150279,2.36666940818	NA
Syntenic_Dup_1156	Sobic.001G273200	Zm00001d030248,Zm00001d030253	NA	Zm00008a002334,Zm00008a002340	NA	11.7233700942	NA	11.7233700942	NA
Syntenic_Dup_1157	Sobic.001G271600	Zm00001d030248,Zm00001d030253	NA	Zm00008a002334,Zm00008a002340	NA	11.716018088	NA	11.716018088	NA
Syntenic_Dup_1158	Sobic.001G269000	Zm00001d030270,Zm00001d030282,Zm00001d030285	NA	Zm00008a002354,Zm00008a002362,Zm00008a002363	NA	11.715688192,11.715688192	NA	11.715688192,11.715688192	NA
Syntenic_Dup_1159	Sobic.001G267800	Zm00001d030303,Zm00001d030304	Zm00001d014313	Zm00008a002382,Zm00008a002383	Zm00008a020233	1.51546930016	NA	11.7341621066	NA
Syntenic_Dup_1160	Sobic.001G267600	Zm00001d030303,Zm00001d030304	NA	Zm00008a002382,Zm00008a002383	NA	1.93923246725	NA	11.7134254932	NA
Syntenic_Dup_1161	Sobic.001G266200	Zm00001d030314,Zm00001d030316	NA	Zm00008a002384,Zm00008a002389	NA	10.8469898276	NA	11.7332196259	NA
Syntenic_Dup_1162	Sobic.001G265900	Zm00001d030314,Zm00001d030316	NA	Zm00008a002390	NA	11.7401499949	NA	NA	NA
Syntenic_Dup_1163	Sobic.001G264800	Zm00001d030338	NA	Zm00008a002402,Zm00008a002403	NA	NA	NA	11.7351369833	NA
Syntenic_Dup_1164	Sobic.001G264700	Zm00001d030339	NA	Zm00008a002402,Zm00008a002403	NA	NA	NA	11.7807538064	NA
Syntenic_Dup_1165	Sobic.001G264400	Zm00001d030345,Zm00001d030346	NA	Zm00008a002411,Zm00008a002412	NA	3.80690304318	NA	11.7339765469	NA
Syntenic_Dup_1166	Sobic.001G264300	Zm00001d030345,Zm00001d030346	NA	Zm00008a002411,Zm00008a002412	NA	2.61031925979	NA	11.7166154523	NA
Syntenic_Dup_1167	Sobic.001G263900	Zm00001d030347,Zm00001d030348	NA	Zm00008a002414,Zm00008a002416	NA	11.7196379586	NA	11.7196379586	NA
Syntenic_Dup_1168	LOC_Os10g23310	Zm00001d030540,Zm00001d030542	NA	Zm00008a002545	NA	4.74280097043	NA	NA	NA
Syntenic_Dup_1169	Sobic.001G260800	Zm00001d030557	Zm00001d014258	Zm00008a002559	Zm00008a020197,Zm00008a020198	NA	NA	NA	11.7132065952
Syntenic_Dup_1170	Sobic.008G135800	Zm00001d030707,Zm00001d030720	NA	Zm00008a002684,Zm00008a002687	NA	9.62554358713	NA	11.7234891918	NA
Syntenic_Dup_1171	Sobic.008G135901	Zm00001d030712	NA	Zm00008a002685,Zm00008a002686	NA	NA	NA	11.7377008474	NA
Syntenic_Dup_1172	Sobic.008G149100	Zm00001d030907,Zm00001d030908	NA	Zm00008a002825	NA	11.7105256964	NA	NA	NA
Syntenic_Dup_1173	Sobic.008G149450	Zm00001d030910	NA	Zm00008a002821,Zm00008a002822	NA	NA	NA	1.78741360694	NA
Syntenic_Dup_1174	Sobic.008G150300	Zm00001d030920,Zm00001d030934	NA	Zm00008a002834,Zm00008a002837	NA	11.7257641265	NA	1.81475560618	NA
Syntenic_Dup_1175	Sobic.008G152400	Zm00001d030947,Zm00001d030950	NA	Zm00008a002851	NA	3.21595444169	NA	NA	NA
Syntenic_Dup_1176	Sobic.008G154000	Zm00001d030971,Zm00001d030972	NA	NA	NA	11.8207067672	NA	NA	NA
Syntenic_Dup_1177	Sobic.008G154100	Zm00001d030971,Zm00001d030972	NA	Zm00008a002873	NA	11.7221609604	NA	NA	NA
Syntenic_Dup_1178	Sobic.008G157000	Zm00001d030993	Zm00001d041416,Zm00001d041418	Zm00008a002889	Zm00008a012210,Zm00008a012211	NA	2.93446771584	NA	11.0466506217
Syntenic_Dup_1179	Sobic.008G161000	Zm00001d031014	Zm00001d041450,Zm00001d041453	Zm00008a002907	Zm00008a012226,Zm00008a012228	NA	8.3375904444	NA	1.1020458724
Syntenic_Dup_1180	Sobic.008G161700	Zm00001d031019	Zm00001d041455	Zm00008a002909	Zm00008a012231,Zm00008a012234	NA	NA	NA	0.0772698913036
Syntenic_Dup_1181	Sobic.008G172600	Zm00001d031077,Zm00001d031078	NA	Zm00008a002960	NA	7.28576735135	NA	NA	NA
Syntenic_Dup_1182	Sobic.008G175200	Zm00001d031100	Zm00001d041291,Zm00001d041293	Zm00008a002980	Zm00008a011951	NA	11.7147078743	NA	NA
Syntenic_Dup_1183	Sobic.008G181701	Zm00001d031152,Zm00001d031155,Zm00001d031157,Zm00001d031158	NA	Zm00008a003015,Zm00008a003017,Zm00008a003018,Zm00008a003021	NA	9.50280066444,1.06672939561,7.07170871244	NA	11.743464255,11.743464255,7.07170871244	NA
Syntenic_Dup_1184	Sobic.008G187300	Zm00001d031196,Zm00001d031197	NA	Zm00008a003045,Zm00008a003046,Zm00008a003047	NA	11.7157681646	NA	11.7157681646,2.64431894078	NA
Syntenic_Dup_1185	Sobic.008G186800	Zm00001d031199	NA	Zm00008a003045,Zm00008a003046,Zm00008a003047	NA	NA	NA	6.66791758538,11.7344596826	NA
Syntenic_Dup_1186	Sobic.008G186400	Zm00001d031201	Zm00001d041232,Zm00001d041236	Zm00008a003049	Zm00008a011993,Zm00008a011996	NA	11.7242301649	NA	11.7242301649
Syntenic_Dup_1187	Sobic.008G189100	Zm00001d031203,Zm00001d031204	Zm00001d041217	Zm00008a003051,Zm00008a003052	Zm00008a012012	11.7144048435	NA	11.7144048435	NA
Syntenic_Dup_1188	Sobic.008G191200	Zm00001d031221,Zm00001d031222	NA	Zm00008a003067,Zm00008a003068	NA	11.7134565037	NA	11.7134565037	NA
Syntenic_Dup_1189	Sobic.007G222800	Zm00001d031280,Zm00001d031281	Zm00001d052816	Zm00008a003115	Zm00008a018003	2.15927673731	NA	NA	NA
Syntenic_Dup_1190	Sobic.007G222100	Zm00001d031283,Zm00001d031286	NA	NA	NA	11.8037183923	NA	NA	NA
Syntenic_Dup_1191	Sobic.007G219900	Zm00001d031300,Zm00001d031303	NA	Zm00008a003129,Zm00008a003130	NA	0.225261516389	NA	1.17443222096	NA
Syntenic_Dup_1192	Sobic.007G214300	Zm00001d031351,Zm00001d031366,Zm00001d031372,Zm00001d031381,Zm00001d031384,Zm00001d031395,Zm00001d031407	NA	Zm00008a003162	NA	7.64360152413,9.33805415338,11.7344408752,10.0878069432,10.0878069432,11.7344408752	NA	NA	NA
Syntenic_Dup_1193	LOC_Os08g39290	Zm00001d031367,Zm00001d031375,Zm00001d031380,Zm00001d031396,Zm00001d031404,Zm00001d031409,Zm00001d031410	NA	NA	NA	11.7218658184,10.3381108198,5.69159878023,8.32218553977,10.3381108198,0.65248924067	NA	NA	NA
Syntenic_Dup_1194	Sobic.007G211500	Zm00001d031431	NA	Zm00008a003220,Zm00008a003221,Zm00008a003222	NA	NA	NA	11.7322123894,9.09240878256	NA
Syntenic_Dup_1195	Sobic.007G205400	Zm00001d031498,Zm00001d031499,Zm00001d031500,Zm00001d031501	NA	Zm00008a003265,Zm00008a003266,Zm00008a003267	NA	11.7302077972,8.67655322817,4.89449625824	NA	11.7302077972,8.67655322817	NA
Syntenic_Dup_1196	Sobic.007G204800	Zm00001d031509	Zm00001d049750	Zm00008a003273	Zm00008a015689,Zm00008a015700,Zm00008a015715,Zm00008a015722	NA	NA	NA	6.17036824553,6.17036824553,11.7058709214
Syntenic_Dup_1197	Sobic.007G203700	Zm00001d031519,Zm00001d031520	NA	Zm00008a003279	Zm00008a015727	5.90487013558	NA	NA	NA
Syntenic_Dup_1198	Sobic.007G200100	Zm00001d031545	Zm00001d049768	Zm00008a003303,Zm00008a003304,Zm00008a003305	Zm00008a015740	NA	NA	10.5045465652,6.49004247707	NA
Syntenic_Dup_1199	Sobic.007G200000	Zm00001d031546	Zm00001d049769	Zm00008a003303,Zm00008a003304,Zm00008a003305	Zm00008a015741	NA	NA	9.80301906615,9.80301906615	NA
Syntenic_Dup_1200	Sobic.007G198800	Zm00001d031549,Zm00001d031550	NA	Zm00008a003306,Zm00008a003307,Zm00008a003308	NA	8.07789025659	NA	9.95790175114,11.735965157	NA
Syntenic_Dup_1201	Sobic.007G198100	Zm00001d031555,Zm00001d031556	Zm00001d049786	Zm00008a003312	Zm00008a015751	9.1184368284	NA	NA	NA
Syntenic_Dup_1202	Sobic.007G198000	Zm00001d031555,Zm00001d031556	Zm00001d049789	NA	NA	11.7374769157	NA	NA	NA
Syntenic_Dup_1203	Sobic.007G196600	Zm00001d031580	NA	Zm00008a003336,Zm00008a003337	NA	NA	NA	2.43743669216	NA
Syntenic_Dup_1204	Sobic.007G192800	Zm00001d031627	Zm00001d049826	Zm00008a003366,Zm00008a003367	Zm00008a015784	NA	NA	0.132900898745	NA
Syntenic_Dup_1205	Sobic.007G191900	Zm00001d031638,Zm00001d031639	Zm00001d049851	Zm00008a003374,Zm00008a003375	Zm00008a015800	9.81006136084	NA	11.748133848	NA
Syntenic_Dup_1206	Sobic.007G188900	Zm00001d031669,Zm00001d031672	NA	Zm00008a003395	NA	2.23420830181	NA	NA	NA
Syntenic_Dup_1207	Sobic.004G231300	Zm00001d031670,Zm00001d031671	Zm00001d052213	Zm00008a023037	Zm00008a017583	11.7127896341	NA	NA	NA
Syntenic_Dup_1208	Sobic.007G184800	Zm00001d031697	Zm00001d052717	Zm00008a003412	Zm00008a017926,Zm00008a017932	NA	NA	NA	7.6571801718
Syntenic_Dup_1209	Sobic.007G182500	Zm00001d031723	Zm00001d052725	Zm00008a003429	Zm00008a017926,Zm00008a017932	NA	NA	NA	11.7096792578
Syntenic_Dup_1210	Sobic.007G154901	Zm00001d031778,Zm00001d031779	Zm00001d050011	Zm00008a003463	Zm00008a015922	6.30125946404	NA	NA	NA
Syntenic_Dup_1211	LOC_Os08g37010	Zm00001d031801,Zm00001d031804,Zm00001d031805	NA	Zm00008a003480,Zm00008a003482	NA	11.7417063176,8.36277286987	NA	8.36277286987	NA
Syntenic_Dup_1212	Sobic.007G158700	Zm00001d031811,Zm00001d031813,Zm00001d031814,Zm00001d031815	NA	Zm00008a003488,Zm00008a003489,Zm00008a003490,Zm00008a003491	NA	10.2605478323,11.7451462932,11.7451462932	NA	4.5023019279,11.7451462932,11.7451462932	NA
Syntenic_Dup_1213	Sobic.007G166500	Zm00001d031904,Zm00001d031906,Zm00001d031907	NA	Zm00008a003544,Zm00008a003545	NA	11.7275849655,10.0769370418	NA	10.0769370418	NA
Syntenic_Dup_1214	Sobic.007G169100	Zm00001d031945,Zm00001d031951,Zm00001d031953	Zm00001d049939	Zm00008a003573	Zm00008a015867	11.7436208453,2.53584392568	NA	NA	NA
Syntenic_Dup_1215	Sobic.007G169300	Zm00001d031946,Zm00001d031949,Zm00001d031954	NA	Zm00008a003574,Zm00008a003575	NA	11.7284817326,8.74758255725	NA	11.7284817326	NA
Syntenic_Dup_1216	Sobic.007G169500	Zm00001d031956,Zm00001d031957	Zm00001d049944,Zm00001d049945	Zm00008a003576	Zm00008a015871	4.61895059867	11.8904216442	NA	NA
Syntenic_Dup_1217	Sobic.007G172600	Zm00001d031979	NA	Zm00008a003592,Zm00008a003602	NA	NA	NA	11.7354843304	NA
Syntenic_Dup_1218	Sobic.007G173000	Zm00001d031986,Zm00001d031988	Zm00001d050484	Zm00008a003595,Zm00008a003597	Zm00008a016278	11.7404785372	NA	1.86583164948	NA
Syntenic_Dup_1219	Sobic.007G175500	Zm00001d032000,Zm00001d032003,Zm00001d032004	NA	NA	NA	6.02140916375,11.732383576	NA	NA	NA
Syntenic_Dup_1220	Sobic.007G176500	Zm00001d032012,Zm00001d032013	Zm00001d053229,Zm00001d053230	NA	NA	11.7420252579	11.7420252579	NA	NA
Syntenic_Dup_1221	Sobic.007G176600	Zm00001d032012,Zm00001d032013	Zm00001d053229,Zm00001d053230	Zm00008a040338	Zm00008a018327	6.96481764297	11.7402158284	NA	NA
Syntenic_Dup_1222	LOC_Os08g43550	Zm00001d032024,Zm00001d032032	NA	Zm00008a003618,Zm00008a003630	NA	11.7488869845	NA	6.14599552839	NA
Syntenic_Dup_1223	Sobic.007G178300	Zm00001d032024,Zm00001d032032	Zm00001d053210	Zm00008a003618,Zm00008a003630	Zm00008a018307	6.43396816271	NA	11.7335165852	NA
Syntenic_Dup_1224	Sobic.007G178500	Zm00001d032035,Zm00001d032042	NA	Zm00008a003631	NA	1.69946812727	NA	NA	NA
Syntenic_Dup_1225	Sobic.007G179750	Zm00001d032035,Zm00001d032042	Zm00001d053202	Zm00008a003637	Zm00008a018300	9.09332112603	NA	NA	NA
