Orthogroup,B73,PH207
OG0006645,Zm00001d027622_T001_1,Zm00008a000319_C01_1
OG0000506,Zm00001d027621_T001_1,Zm00008a000318_C01_1
OG0013837,Zm00001d027623_T001_1,Zm00008a000320_C01_1
OG0016424,Zm00001d027620_T001_1,Zm00008a000317_C01_1
OG0011035,Zm00001d027515_T002_1,Zm00008a000238_C01_1
OG0010250,Zm00001d027517_T001_1,Zm00008a000242_C01_1
OG0014837,Zm00001d027516_T002_1,Zm00008a000240_C01_1
OG0013844,Zm00001d027678_T001_1,Zm00008a000363_C01_1
OG0002422,Zm00001d027680_T003_1,Zm00008a000365_C01_1
OG0014737,Zm00001d027679_T001_1,Zm00008a000364_C01_1
OG0016150,Zm00001d027554_T001_1,Zm00008a000273_C01_1
OG0003876,Zm00001d027557_T001_1,Zm00008a000276_C01_1
OG0009248,Zm00001d027556_T001_1,Zm00008a000275_C01_1
OG0011066,Zm00001d027676_T001_1,Zm00008a000361_C01_1
OG0005815,Zm00001d027677_T001_1,Zm00008a000362_C01_1
OG0000811,Zm00001d027570_T004_1,Zm00008a000279_C01_1
OG0000811,Zm00001d027571_T011_1,Zm00008a000280_C01_1
OG0011384,Zm00001d027573_T001_1,Zm00008a000282_C01_1
OG0000311,Zm00001d041519_T001_1,Zm00008a000278_C01_1
OG0013241,Zm00001d027683_T001_1,Zm00008a000367_C01_1
OG0005957,Zm00001d027682_T001_1,Zm00008a000366_C01_1
OG0015234,Zm00001d027684_T001_1,Zm00008a000368_C01_1
OG0009497,Zm00001d027607_T001_1,Zm00008a000310_C01_1
OG0011125,Zm00001d027611_T001_1,Zm00008a000312_C01_1
OG0003142,Zm00001d027612_T006_1,Zm00008a000313_C01_1
OG0014986,Zm00001d027610_T001_1,Zm00008a000311_C01_1
OG0013321,Zm00001d027613_T002_1,Zm00008a000314_C01_1
OG0005068,Zm00001d027508_T001_1,Zm00008a000228_C01_1
OG0000523,Zm00001d027509_T002_1,Zm00008a000229_C01_1
OG0006379,Zm00001d027510_T001_1,Zm00008a000230_C01_1
OG0001866,Zm00001d027514_T002_1,Zm00008a000235_C01_1
OG0002760,Zm00001d027512_T002_1,Zm00008a000232_C01_1
OG0008858,Zm00001d027652_T001_1,Zm00008a000346_C01_1
OG0011852,Zm00001d027648_T001_1,Zm00008a000344_C01_1
OG0009938,Zm00001d027714_T001_1,Zm00008a000386_C01_1
OG0000640,Zm00001d033833_T001_1,Zm00008a000328_C01_1
OG0012399,Zm00001d027637_T002_1,Zm00008a000333_C01_1
OG0001599,Zm00001d027639_T001_1,Zm00008a000335_C01_1
OG0017725,Zm00001d027636_T001_1,Zm00008a000332_C01_1
OG0001599,Zm00001d027638_T001_1,Zm00008a000334_C01_1
OG0008070,Zm00001d027626_T004_1,Zm00008a000323_C01_1
OG0002329,Zm00001d027585_T001_1,Zm00008a000294_C01_1
OG0007683,Zm00001d027589_T001_1,Zm00008a000301_C01_1
OG0020583,Zm00001d027587_T001_1,Zm00008a000299_C01_1
OG0011085,Zm00001d027588_T003_1,Zm00008a000300_C01_1
OG0003795,Zm00001d027590_T001_1,Zm00008a000302_C01_1
OG0015641,Zm00001d027759_T001_1,Zm00008a000420_C01_1
OG0001706,Zm00001d027760_T001_1,Zm00008a000422_C01_1
OG0015551,Zm00001d027685_T001_1,Zm00008a000369_C01_1
OG0005305,Zm00001d027763_T001_1,Zm00008a000425_C01_1
OG0002984,Zm00001d006821_T001_1,Zm00008a000424_C01_1
OG0003208,Zm00001d027709_T001_1,Zm00008a000382_C01_1
OG0002631,Zm00001d027708_T002_1,Zm00008a000381_C01_1
OG0004647,Zm00001d027711_T003_1,Zm00008a000384_C01_1
OG0014389,Zm00001d027710_T001_1,Zm00008a000383_C01_1
OG0000233,Zm00001d027700_T001_1,Zm00008a000375_C01_1
OG0012723,Zm00001d027646_T001_1,Zm00008a000340_C01_1
OG0003932,Zm00001d027647_T001_1,Zm00008a000343_C01_1
OG0011349,Zm00001d027706_T004_1,Zm00008a000379_C01_1
OG0007556,Zm00001d027702_T001_1,Zm00008a000377_C01_1
OG0000497,Zm00001d027707_T001_1,Zm00008a000380_C01_1
OG0006424,Zm00001d027701_T001_1,Zm00008a000376_C01_1
OG0006768,Zm00001d027756_T001_1,Zm00008a000418_C01_1
OG0012055,Zm00001d027755_T002_1,Zm00008a000416_C01_1
OG0002207,Zm00001d027757_T001_1,Zm00008a000419_C01_1
OG0003160,Zm00001d027743_T002_1,Zm00008a000409_C01_1
OG0005666,Zm00001d027749_T001_1,Zm00008a000412_C01_1
OG0010210,Zm00001d027809_T002_1,Zm00008a000443_C01_1
OG0005385,Zm00001d027694_T002_1,Zm00008a000372_C01_1
OG0008556,Zm00001d044219_T004_1,"Zm00008a000284_C01_1, Zm00008a040089_C01_1"
OG0000811,Zm00001d027572_T001_1,Zm00008a000281_C01_1
OG0008568,Zm00001d027578_T001_1,Zm00008a000288_C01_1
OG0013534,Zm00001d027581_T001_1,Zm00008a000289_C01_1
OG0008040,Zm00001d027582_T001_1,Zm00008a000290_C01_1
OG0003049,Zm00001d027577_T002_1,Zm00008a000285_C01_1
OG0007843,Zm00001d027728_T001_1,Zm00008a000397_C01_1
OG0001765,Zm00001d027726_T001_1,Zm00008a000395_C01_1
OG0007199,Zm00001d027731_T012_1,Zm00008a000399_C01_1
OG0011781,Zm00001d027729_T001_1,Zm00008a000398_C01_1
OG0008555,Zm00001d027732_T001_1,Zm00008a000400_C01_1
OG0001634,Zm00001d027672_T001_1,Zm00008a000357_C01_1
OG0005521,Zm00001d027671_T001_1,Zm00008a000356_C01_1
OG0011918,Zm00001d027674_T001_1,Zm00008a000359_C01_1
OG0002014,Zm00001d027675_T001_1,Zm00008a000360_C01_1
OG0011594,Zm00001d027673_T001_1,Zm00008a000358_C01_1
OG0001444,Zm00001d027859_T001_1,Zm00008a000479_C01_1
OG0006680,Zm00001d027723_T002_1,Zm00008a000394_C01_1
OG0003880,Zm00001d027852_T001_1,Zm00008a000472_C01_1
OG0010986,Zm00001d027845_T001_1,Zm00008a000467_C01_1
OG0007692,Zm00001d027843_T001_1,Zm00008a000465_C01_1
OG0010185,Zm00001d027844_T001_1,Zm00008a000466_C01_1
OG0000534,Zm00001d027790_T001_1,Zm00008a000433_C01_1
OG0018148,Zm00001d027789_T001_1,Zm00008a000432_C01_1
OG0000948,Zm00001d027812_T001_1,Zm00008a000447_C01_1
OG0003139,Zm00001d027811_T001_1,Zm00008a000446_C01_1
OG0000124,Zm00001d027815_T002_1,Zm00008a000449_C01_1
OG0007283,Zm00001d027874_T004_1,Zm00008a000494_C01_1
OG0006812,Zm00001d027875_T001_1,Zm00008a000495_C01_1
OG0003797,Zm00001d027854_T002_1,Zm00008a000474_C01_1
OG0000516,Zm00001d027878_T002_1,Zm00008a000499_C01_1
OG0010403,Zm00001d027799_T002_1,Zm00008a000434_C01_1
OG0008260,Zm00001d027868_T002_1,Zm00008a000485_C01_1
OG0015166,Zm00001d027866_T001_1,Zm00008a000484_C01_1
OG0006357,Zm00001d027863_T001_1,Zm00008a000482_C01_1
OG0010165,Zm00001d027864_T001_1,Zm00008a000483_C01_1
OG0001599,Zm00001d027642_T001_1,Zm00008a000336_C01_1
OG0000001,Zm00001d027645_T001_1,Zm00008a000339_C01_1
OG0009179,Zm00001d027630_T002_1,Zm00008a000326_C01_1
OG0011430,Zm00001d027738_T001_1,Zm00008a000404_C01_1
OG0003994,Zm00001d027734_T004_1,Zm00008a000401_C01_1
OG0013908,Zm00001d027741_T001_1,Zm00008a000407_C01_1
OG0013153,Zm00001d027742_T001_1,Zm00008a000408_C01_1
OG0015150,Zm00001d027739_T001_1,Zm00008a000405_C01_1
OG0012330,Zm00001d027903_T001_1,Zm00008a000518_C01_1
OG0014071,Zm00001d027808_T001_1,"Zm00008a000442_C01_1, Zm00008a036138_C01_1"
OG0003188,Zm00001d027807_T001_1,Zm00008a000441_C01_1
OG0014169,Zm00001d027877_T001_1,Zm00008a000497_C01_1
OG0007284,Zm00001d027659_T001_1,Zm00008a000351_C01_1
OG0005046,Zm00001d027880_T002_1,Zm00008a000501_C01_1
OG0008715,Zm00001d027879_T002_1,Zm00008a000500_C01_1
OG0007304,Zm00001d027900_T001_1,Zm00008a000516_C01_1
OG0000512,Zm00001d027901_T001_1,Zm00008a000517_C01_1
OG0012856,Zm00001d027899_T001_1,Zm00008a000515_C01_1
OG0000306,Zm00001d046775_T001_1,Zm00008a000526_C01_1
OG0000614,Zm00001d030881_T001_1,Zm00008a000478_C01_1
OG0001528,Zm00001d027856_T001_1,Zm00008a000477_C01_1
OG0003853,Zm00001d027855_T001_1,Zm00008a000476_C01_1
OG0004789,Zm00001d014088_T001_1,"Zm00008a000486_C01_1, Zm00008a020067_C01_1"
OG0004958,Zm00001d027846_T001_1,Zm00008a000468_C01_1
OG0012547,Zm00001d027850_T002_1,Zm00008a000471_C01_1
OG0006259,Zm00001d027848_T002_1,Zm00008a000470_C01_1
OG0005324,Zm00001d027892_T001_1,Zm00008a000508_C01_1
OG0015880,Zm00001d027890_T001_1,Zm00008a000507_C01_1
OG0009989,Zm00001d048299_T002_1,"Zm00008a000489_C01_1, Zm00008a036017_C01_1"
OG0008807,Zm00001d027870_T001_1,Zm00008a000490_C01_1
OG0009893,Zm00001d027872_T001_1,Zm00008a000492_C01_1
OG0004443,Zm00001d027871_T001_1,Zm00008a000491_C01_1
OG0015754,Zm00001d027751_T001_1,"Zm00008a000413_C01_1, Zm00008a018958_C01_1"
OG0008088,Zm00001d012795_T003_1,"Zm00008a000415_C01_1, Zm00008a018961_C01_1"
OG0002369,Zm00001d027893_T001_1,Zm00008a000509_C01_1
OG0000048,Zm00001d027717_T001_1,Zm00008a000389_C01_1
OG0007477,Zm00001d027715_T001_1,Zm00008a000387_C01_1
OG0000438,Zm00001d027948_T001_1,Zm00008a000556_C01_1
OG0010762,Zm00001d027950_T002_1,Zm00008a000558_C01_1
OG0010853,Zm00001d027768_T023_1,Zm00008a000428_C01_1
OG0002989,Zm00001d010612_T001_1,Zm00008a000429_C01_1
OG0012617,Zm00001d027805_T006_1,Zm00008a000439_C01_1
OG0000622,Zm00001d027803_T002_1,Zm00008a000438_C01_1
OG0005316,Zm00001d027802_T001_1,Zm00008a000437_C01_1
OG0008827,Zm00001d027835_T001_1,Zm00008a000459_C01_1
OG0010267,Zm00001d027839_T001_1,Zm00008a000462_C01_1
OG0012043,Zm00001d027833_T001_1,Zm00008a000458_C01_1
OG0013988,Zm00001d027837_T001_1,Zm00008a000460_C01_1
OG0010597,Zm00001d027832_T001_1,Zm00008a000457_C01_1
OG0014567,Zm00001d027838_T001_1,Zm00008a000461_C01_1
OG0011534,Zm00001d027861_T001_1,Zm00008a000480_C01_1
OG0001784,Zm00001d027862_T001_1,Zm00008a000481_C01_1
OG0008028,Zm00001d027991_T001_1,Zm00008a000587_C01_1
OG0005952,Zm00001d027987_T001_1,Zm00008a000585_C01_1
OG0000524,Zm00001d027826_T001_1,Zm00008a000454_C01_1
OG0020747,"Zm00001d027823_T001_1, Zm00001d012360_T001_1, Zm00001d035688_T001_1",Zm00008a000451_C01_1
OG0004798,Zm00001d027824_T001_1,Zm00008a000452_C01_1
OG0003589,Zm00001d027962_T001_1,Zm00008a000563_C01_1
OG0000886,Zm00001d027982_T002_1,Zm00008a000583_C01_1
OG0015035,"Zm00001d027983_T001_1, Zm00001d048230_T001_1",Zm00008a000584_C01_1
OG0000080,Zm00001d027921_T002_1,Zm00008a000537_C01_1
OG0011213,Zm00001d027922_T001_1,"Zm00008a000538_C01_1, Zm00008a035981_C01_1"
OG0007427,Zm00001d027943_T006_1,Zm00008a000552_C01_1
OG0004657,Zm00001d027941_T001_1,Zm00008a000551_C01_1
OG0000438,Zm00001d027946_T001_1,Zm00008a000554_C01_1
OG0001520,"Zm00001d027947_T001_1, Zm00001d027949_T001_1",Zm00008a000555_C01_1
OG0000773,Zm00001d027996_T001_1,Zm00008a000591_C01_1
OG0000299,Zm00001d027997_T001_1,Zm00008a000593_C01_1
OG0010558,"Zm00001d027956_T003_1, Zm00001d027954_T001_1",Zm00008a000559_C01_1
OG0007419,Zm00001d027955_T001_1,Zm00008a000560_C01_1
OG0007419,Zm00001d027957_T002_1,Zm00008a000561_C01_1
OG0010152,Zm00001d027885_T001_1,Zm00008a000504_C01_1
OG0010535,Zm00001d027884_T003_1,Zm00008a000503_C01_1
OG0003466,Zm00001d027887_T001_1,Zm00008a000506_C01_1
OG0005122,Zm00001d027886_T002_1,Zm00008a000505_C01_1
OG0011064,Zm00001d027967_T001_1,Zm00008a000568_C01_1
OG0005640,Zm00001d027966_T001_1,Zm00008a000567_C01_1
OG0014905,Zm00001d027965_T001_1,Zm00008a000566_C01_1
OG0001100,Zm00001d027993_T001_1,Zm00008a000588_C01_1
OG0011003,Zm00001d027994_T001_1,Zm00008a000589_C01_1
OG0009201,Zm00001d027999_T001_1,Zm00008a000594_C01_1
OG0007170,Zm00001d028020_T001_1,Zm00008a000614_C01_1
OG0009075,Zm00001d028009_T001_1,Zm00008a000604_C01_1
OG0001977,Zm00001d028043_T001_1,Zm00008a000625_C01_1
OG0002976,Zm00001d027979_T001_1,Zm00008a000581_C01_1
OG0003905,Zm00001d028022_T003_1,Zm00008a000613_C01_1
OG0001158,Zm00001d028005_T002_1,Zm00008a000598_C01_1
OG0001090,Zm00001d028004_T001_1,Zm00008a000597_C01_1
OG0011210,Zm00001d027973_T001_1,Zm00008a000573_C01_1
OG0008914,"Zm00001d048233_T001_1, Zm00001d027975_T001_1","Zm00008a000575_C01_1, Zm00008a035965_C01_1"
OG0013439,Zm00001d028085_T001_1,Zm00008a000657_C01_1
OG0011205,Zm00001d028038_T008_1,Zm00008a000620_C01_1
OG0011308,Zm00001d028050_T001_1,Zm00008a000631_C01_1
OG0003094,Zm00001d028051_T001_1,Zm00008a000632_C01_1
OG0009075,Zm00001d028008_T001_1,Zm00008a000603_C01_1
OG0000580,Zm00001d028007_T004_1,Zm00008a000600_C01_1
OG0006522,Zm00001d028039_T004_1,Zm00008a000621_C01_1
OG0003083,Zm00001d048258_T012_1,Zm00008a000530_C01_1
OG0000995,Zm00001d027919_T001_1,"Zm00008a000534_C01_1, Zm00008a000531_C01_1"
OG0012252,Zm00001d028109_T006_1,Zm00008a000675_C01_1
OG0002269,Zm00001d028111_T003_1,Zm00008a000677_C01_1
OG0014436,Zm00001d028110_T001_1,Zm00008a000676_C01_1
OG0011526,Zm00001d027904_T001_1,Zm00008a000520_C01_1
OG0009251,Zm00001d028025_T001_1,Zm00008a000610_C01_1
OG0006411,Zm00001d028024_T001_1,Zm00008a000611_C01_1
OG0013102,Zm00001d028105_T001_1,Zm00008a000672_C01_1
OG0005876,Zm00001d028104_T003_1,Zm00008a000671_C01_1
OG0011447,Zm00001d028107_T001_1,Zm00008a000674_C01_1
OG0012150,Zm00001d028122_T001_1,Zm00008a000686_C01_1
OG0020739,Zm00001d028119_T004_1,Zm00008a000684_C01_1
OG0015211,Zm00001d028120_T001_1,Zm00008a000685_C01_1
OG0004609,Zm00001d028125_T001_1,Zm00008a000687_C01_1
OG0015197,Zm00001d000458_T001_1,Zm00008a000695_C01_1
OG0008283,Zm00001d028086_T001_1,Zm00008a000659_C01_1
OG0004428,Zm00001d028034_T002_1,Zm00008a000618_C01_1
OG0001818,Zm00001d028117_T002_1,Zm00008a000681_C01_1
OG0012686,Zm00001d028118_T001_1,Zm00008a000682_C01_1
OG0004164,Zm00001d028160_T003_1,Zm00008a000713_C01_1
OG0000015,Zm00001d028156_T001_1,Zm00008a000712_C01_1
OG0013040,Zm00001d028154_T001_1,Zm00008a000710_C01_1
OG0000015,"Zm00001d000412_T001_1, Zm00001d035950_T001_1",Zm00008a000711_C01_1
OG0002324,Zm00001d028074_T001_1,Zm00008a000653_C01_1
OG0008768,Zm00001d028084_T002_1,Zm00008a000656_C01_1
OG0002983,Zm00001d028075_T011_1,Zm00008a000654_C01_1
OG0004814,Zm00001d028144_T001_1,Zm00008a000705_C01_1
OG0002222,"Zm00001d048272_T010_1, Zm00001d027895_T002_1","Zm00008a000511_C01_1, Zm00008a040189_C01_1"
OG0009603,Zm00001d028054_T002_1,Zm00008a000634_C01_1
OG0012691,Zm00001d028064_T001_1,Zm00008a000640_C01_1
OG0011899,Zm00001d028055_T001_1,Zm00008a000635_C01_1
OG0001322,Zm00001d028062_T001_1,Zm00008a000639_C01_1
OG0008784,Zm00001d028164_T001_1,Zm00008a000715_C01_1
OG0010569,Zm00001d027938_T001_1,Zm00008a000548_C01_1
OG0010679,Zm00001d027936_T001_1,Zm00008a000545_C01_1
OG0000944,Zm00001d027934_T002_1,Zm00008a000543_C01_1
OG0010570,Zm00001d027939_T002_1,Zm00008a000549_C01_1
OG0012595,Zm00001d027932_T001_1,Zm00008a000542_C01_1
OG0007839,Zm00001d048236_T004_1,Zm00008a000571_C01_1
OG0007839,Zm00001d027969_T006_1,Zm00008a000570_C01_1
OG0011026,"Zm00001d048172_T001_1, Zm00001d028129_T002_1",Zm00008a000693_C01_1
OG0007718,Zm00001d028128_T003_1,Zm00008a000690_C01_1
OG0002018,Zm00001d028012_T001_1,Zm00008a000607_C01_1
OG0015081,Zm00001d028015_T001_1,Zm00008a000609_C01_1
OG0012459,Zm00001d028010_T001_1,Zm00008a000605_C01_1
OG0013340,Zm00001d028013_T001_1,Zm00008a000608_C01_1
OG0012091,Zm00001d028011_T001_1,Zm00008a000606_C01_1
OG0012774,Zm00001d028181_T001_1,Zm00008a000729_C01_1
OG0013625,Zm00001d028182_T001_1,Zm00008a000730_C01_1
OG0011470,Zm00001d028018_T001_1,Zm00008a000616_C01_1
OG0011189,Zm00001d028019_T001_1,Zm00008a000615_C01_1
OG0000475,Zm00001d028017_T001_1,Zm00008a000617_C01_1
OG0010671,Zm00001d028173_T002_1,Zm00008a000725_C01_1
OG0003792,Zm00001d027925_T001_1,Zm00008a000540_C01_1
OG0014850,Zm00001d027924_T001_1,Zm00008a000539_C01_1
OG0004737,Zm00001d027929_T001_1,Zm00008a000541_C01_1
OG0007849,Zm00001d028171_T001_1,Zm00008a000723_C01_1
OG0004442,Zm00001d028088_T003_1,Zm00008a000660_C01_1
OG0000230,Zm00001d028093_T001_1,Zm00008a000664_C01_1
OG0003842,Zm00001d028152_T001_1,Zm00008a000708_C01_1
OG0001424,Zm00001d028162_T006_1,"Zm00008a000714_C01_1, Zm00008a035927_C01_1"
OG0009067,Zm00001d028216_T001_1,Zm00008a000765_C01_1
OG0007381,Zm00001d028204_T002_1,Zm00008a000755_C01_1
OG0013712,Zm00001d028205_T001_1,Zm00008a000757_C01_1
OG0017636,Zm00001d030879_T001_1,"Zm00008a000720_C01_1, Zm00008a002804_C01_1"
OG0014909,Zm00001d028170_T001_1,Zm00008a000722_C01_1
OG0002918,Zm00001d028199_T004_1,Zm00008a000750_C01_1
OG0009888,Zm00001d028143_T002_1,Zm00008a000704_C01_1
OG0014843,Zm00001d028139_T001_1,Zm00008a000703_C01_1
OG0011084,Zm00001d028220_T001_1,Zm00008a000769_C01_1
OG0015825,Zm00001d028221_T001_1,Zm00008a000771_C01_1
OG0015201,Zm00001d028222_T001_1,Zm00008a000772_C01_1
OG0006027,Zm00001d028208_T009_1,Zm00008a000760_C01_1
OG0014671,Zm00001d028235_T001_1,Zm00008a000785_C01_1
OG0011807,Zm00001d028210_T001_1,Zm00008a000761_C01_1
OG0002881,Zm00001d028211_T003_1,Zm00008a000762_C01_1
OG0013065,Zm00001d028240_T001_1,Zm00008a000788_C01_1
OG0006552,Zm00001d028193_T013_1,Zm00008a000744_C01_1
OG0013971,Zm00001d028197_T001_1,Zm00008a000748_C01_1
OG0009128,Zm00001d028194_T004_1,Zm00008a000746_C01_1
OG0011079,Zm00001d028195_T001_1,Zm00008a000747_C01_1
OG0015012,Zm00001d028072_T001_1,Zm00008a000651_C01_1
OG0009310,Zm00001d028071_T001_1,Zm00008a000650_C01_1
OG0006666,Zm00001d048137_T002_1,Zm00008a000652_C01_1
OG0000034,Zm00001d028230_T001_1,Zm00008a000781_C01_1
OG0007620,Zm00001d028186_T001_1,Zm00008a000739_C01_1
OG0001755,Zm00001d028187_T001_1,Zm00008a000740_C01_1
OG0015236,Zm00001d028189_T001_1,Zm00008a000742_C01_1
OG0008151,Zm00001d028183_T003_1,Zm00008a000731_C01_1
OG0005021,Zm00001d028185_T002_1,Zm00008a000732_C01_1
OG0006252,Zm00001d039486_T001_1,Zm00008a000805_C01_1
OG0012739,Zm00001d028263_T001_1,Zm00008a000804_C01_1
OG0013213,Zm00001d028226_T001_1,Zm00008a000775_C01_1
OG0004658,Zm00001d028228_T001_1,Zm00008a000777_C01_1
OG0009468,Zm00001d028225_T001_1,Zm00008a000773_C01_1
OG0004814,Zm00001d028151_T001_1,Zm00008a000707_C01_1
OG0008998,Zm00001d028243_T001_1,Zm00008a000790_C01_1
OG0000011,Zm00001d028245_T001_1,Zm00008a000791_C01_1
OG0001460,Zm00001d028217_T001_1,Zm00008a000766_C01_1
OG0001370,Zm00001d028218_T005_1,Zm00008a000767_C01_1
OG0004701,Zm00001d028203_T002_1,Zm00008a000754_C01_1
OG0005861,Zm00001d028213_T001_1,Zm00008a000763_C01_1
OG0008767,Zm00001d027841_T002_1,Zm00008a000463_C01_1
OG0010920,Zm00001d028167_T001_1,Zm00008a000718_C01_1
OG0014547,Zm00001d028165_T001_1,Zm00008a000716_C01_1
OG0012142,Zm00001d028113_T001_1,Zm00008a000679_C01_1
OG0009139,Zm00001d028114_T004_1,Zm00008a000680_C01_1
OG0015075,Zm00001d028311_T001_1,Zm00008a000844_C01_1
OG0000854,Zm00001d028232_T001_1,Zm00008a000783_C01_1
OG0006628,Zm00001d028238_T005_1,Zm00008a000787_C01_1
OG0000001,Zm00001d028317_T001_1,Zm00008a000847_C01_1
OG0007179,Zm00001d028309_T001_1,Zm00008a000842_C01_1
OG0010999,Zm00001d028307_T001_1,Zm00008a000841_C01_1
OG0013755,Zm00001d028287_T001_1,Zm00008a000828_C01_1
OG0008237,Zm00001d028265_T004_1,Zm00008a000807_C01_1
OG0014204,Zm00001d028264_T002_1,Zm00008a000806_C01_1
OG0003756,Zm00001d028266_T001_1,Zm00008a000808_C01_1
OG0002047,Zm00001d028172_T001_1,Zm00008a000724_C01_1
OG0008058,Zm00001d028325_T005_1,Zm00008a000853_C01_1
OG0005972,Zm00001d028180_T002_1,Zm00008a000728_C01_1
OG0003539,Zm00001d028177_T020_1,Zm00008a000727_C01_1
OG0002665,Zm00001d028103_T001_1,Zm00008a000670_C01_1
OG0012511,Zm00001d028098_T001_1,Zm00008a000668_C01_1
OG0011706,Zm00001d028102_T001_1,Zm00008a000669_C01_1
OG0009637,Zm00001d028097_T001_1,Zm00008a000667_C01_1
OG0007920,Zm00001d028096_T006_1,Zm00008a000666_C01_1
OG0015030,Zm00001d028293_T001_1,Zm00008a000829_C01_1
OG0019534,"Zm00001d021766_T002_1, Zm00001d021183_T001_1, Zm00001d048376_T001_1, Zm00001d025495_T001_1",Zm00008a000830_C01_1
OG0008804,Zm00001d028352_T002_1,Zm00008a000871_C01_1
OG0011199,Zm00001d028219_T001_1,Zm00008a000768_C01_1
OG0020644,Zm00001d028327_T001_1,Zm00008a000855_C01_1
OG0003515,Zm00001d028344_T002_1,Zm00008a000866_C01_1
OG0002177,Zm00001d028359_T001_1,Zm00008a000879_C01_1
OG0002900,Zm00001d028360_T001_1,Zm00008a000880_C01_1
OG0006068,Zm00001d028274_T001_1,Zm00008a000816_C01_1
OG0011834,Zm00001d028275_T001_1,Zm00008a000817_C01_1
OG0007903,Zm00001d028262_T002_1,Zm00008a000803_C01_1
OG0007400,Zm00001d028279_T001_1,Zm00008a000821_C01_1
OG0000316,Zm00001d028278_T001_1,Zm00008a000820_C01_1
OG0005368,Zm00001d028389_T001_1,Zm00008a000908_C01_1
OG0016337,Zm00001d028356_T001_1,Zm00008a000874_C01_1
OG0013271,Zm00001d028357_T001_1,Zm00008a000875_C01_1
OG0000032,Zm00001d028355_T002_1,Zm00008a000873_C01_1
OG0000032,Zm00001d028354_T001_1,Zm00008a000872_C01_1
OG0006730,Zm00001d028297_T001_1,Zm00008a000833_C01_1
OG0010855,Zm00001d028296_T001_1,Zm00008a000832_C01_1
OG0020563,"Zm00001d031595_T001_1, Zm00001d006576_T001_1","Zm00008a000834_C01_1, Zm00008a009545_C01_1"
OG0010530,Zm00001d028294_T001_1,Zm00008a000831_C01_1
OG0004245,Zm00001d028312_T001_1,"Zm00008a000845_C01_1, Zm00008a000846_C01_1"
OG0011356,Zm00001d028373_T002_1,Zm00008a000895_C01_1
OG0001870,Zm00001d028374_T001_1,Zm00008a000896_C01_1
OG0013303,Zm00001d028388_T001_1,Zm00008a000907_C01_1
OG0008628,Zm00001d028331_T001_1,Zm00008a000858_C01_1
OG0003762,Zm00001d028410_T001_1,Zm00008a000926_C01_1
OG0010065,Zm00001d048041_T004_1,Zm00008a000811_C01_1
OG0014176,Zm00001d028272_T003_1,Zm00008a000812_C01_1
OG0007519,Zm00001d028299_T002_1,Zm00008a000838_C01_1
OG0007520,Zm00001d028303_T003_1,Zm00008a000839_C01_1
OG0010781,Zm00001d028304_T001_1,"Zm00008a000840_C01_1, Zm00008a019628_C01_1"
OG0000567,Zm00001d028401_T005_1,Zm00008a000919_C01_1
OG0014393,Zm00001d028391_T001_1,Zm00008a000909_C01_1
OG0011365,Zm00001d028358_T003_1,Zm00008a000876_C01_1
OG0019556,Zm00001d004658_T001_1,Zm00008a000877_C01_1
OG0007353,Zm00001d028363_T001_1,Zm00008a000883_C01_1
OG0001392,Zm00001d028361_T001_1,Zm00008a000881_C01_1
OG0012093,Zm00001d028362_T001_1,Zm00008a000882_C01_1
OG0000066,Zm00001d028400_T001_1,Zm00008a000918_C01_1
OG0014437,Zm00001d028338_T001_1,Zm00008a000862_C01_1
OG0003063,Zm00001d028339_T018_1,Zm00008a000863_C01_1
OG0000346,Zm00001d028337_T003_1,Zm00008a000861_C01_1
OG0002460,Zm00001d028256_T002_1,Zm00008a000797_C01_1
OG0007200,Zm00001d028252_T002_1,Zm00008a000796_C01_1
OG0015280,Zm00001d028257_T002_1,Zm00008a000798_C01_1
OG0000706,Zm00001d028260_T005_1,Zm00008a000800_C01_1
OG0004091,Zm00001d028261_T005_1,Zm00008a000802_C01_1
OG0000316,Zm00001d028258_T001_1,Zm00008a000799_C01_1
OG0005715,Zm00001d028417_T001_1,Zm00008a000933_C01_1
OG0011593,Zm00001d028319_T002_1,Zm00008a000849_C01_1
OG0009296,Zm00001d028424_T002_1,Zm00008a000939_C01_1
OG0015102,Zm00001d028422_T001_1,Zm00008a000938_C01_1
OG0000487,Zm00001d028482_T001_1,Zm00008a000965_C01_1
OG0006359,Zm00001d028372_T005_1,Zm00008a000894_C01_1
OG0006263,Zm00001d028369_T001_1,Zm00008a000891_C01_1
OG0002673,Zm00001d028368_T001_1,Zm00008a000890_C01_1
OG0000396,Zm00001d047565_T001_1,Zm00008a000889_C01_1
OG0004835,Zm00001d028412_T029_1,Zm00008a000927_C01_1
OG0004977,Zm00001d028413_T001_1,Zm00008a000928_C01_1
OG0000335,Zm00001d028419_T001_1,Zm00008a000934_C01_1
OG0000074,Zm00001d040332_T001_1,Zm00008a000935_C01_1
OG0001408,Zm00001d028280_T001_1,Zm00008a000822_C01_1
OG0009477,Zm00001d028285_T003_1,Zm00008a000825_C01_1
OG0004095,Zm00001d028284_T001_1,Zm00008a000824_C01_1
OG0001085,Zm00001d028282_T001_1,Zm00008a000823_C01_1
OG0001282,Zm00001d028436_T001_1,Zm00008a000949_C01_1
OG0003078,Zm00001d028437_T001_1,Zm00008a000950_C01_1
