Duplicate_ID	Anc_Gene	B1_Cluster	B2_Cluster	P1_Cluster	P2_Cluster	B1_Genes	B2_Genes	P1_Genes	P2_Genes
Syntenic_Dup_1066	Sobic.004G158600	Cluster_0469	NA	NA	NA	Zm00001d016607,Zm00001d016613	NA	Zm00008a021874	NA
Syntenic_Dup_1067	Sobic.004G160950	Cluster_0470	NA	Cluster_0801	NA	Zm00001d016648,Zm00001d016649	NA	Zm00008a021891,Zm00008a021892	NA
Syntenic_Dup_1068	Sobic.004G162000	Cluster_0471	NA	NA	NA	Zm00001d016660,Zm00001d016661	Zm00001d050635	Zm00008a021900	Zm00008a016409
Syntenic_Dup_1069	Sobic.004G167800	Cluster_0473	NA	Cluster_0802	NA	Zm00001d016738,Zm00001d016740,Zm00001d016741	NA	Zm00008a021949,Zm00008a021950,Zm00008a021951	NA
Syntenic_Dup_1070	Sobic.004G169300	Cluster_0472	NA	NA	NA	Zm00001d016719,Zm00001d016730	NA	Zm00008a021964	NA
Syntenic_Dup_1071	Sobic.004G169900	Cluster_0472	NA	NA	NA	Zm00001d016719,Zm00001d016730	Zm00001d050689	NA	Zm00008a016442
Syntenic_Dup_1072	Sobic.004G173400	Cluster_0474	NA	NA	NA	Zm00001d016773,Zm00001d016777,Zm00001d016782	NA	Zm00008a021991	NA
Syntenic_Dup_1073	Sobic.004G178400	NA	NA	Cluster_0803	NA	Zm00001d016837	NA	Zm00008a022036,Zm00008a022040	NA
Syntenic_Dup_1074	Sobic.004G180700	NA	NA	Cluster_0804	NA	NA	NA	Zm00008a022042,Zm00008a022043,Zm00008a022044	NA
Syntenic_Dup_1075	Sobic.004G180900	Cluster_0475	NA	NA	NA	Zm00001d016841,Zm00001d016842,Zm00001d016844	Zm00001d050793	NA	Zm00008a016500
Syntenic_Dup_1076	Sobic.004G181400	NA	NA	Cluster_0803	NA	Zm00001d016840	NA	Zm00008a022036,Zm00008a022040	NA
Syntenic_Dup_1077	Sobic.004G183100	NA	NA	Cluster_0805	NA	Zm00001d016863	NA	Zm00008a022063,Zm00008a022078	NA
Syntenic_Dup_1078	Sobic.004G183900	Cluster_0476	NA	Cluster_0806	NA	Zm00001d016867,Zm00001d016868,Zm00001d016870,Zm00001d016871	NA	Zm00008a022070,Zm00008a022071,Zm00008a022073	NA
Syntenic_Dup_1079	Sobic.004G184900	NA	NA	Cluster_0805	NA	Zm00001d016878	NA	Zm00008a022063,Zm00008a022078	NA
Syntenic_Dup_1080	Sobic.004G185300	Cluster_0477	NA	NA	NA	Zm00001d016882,Zm00001d016883	NA	NA	NA
Syntenic_Dup_1081	Sobic.004G185400	Cluster_0477	NA	NA	NA	Zm00001d016882,Zm00001d016883	NA	NA	NA
Syntenic_Dup_1082	Sobic.004G185500	Cluster_0478	NA	NA	NA	Zm00001d016884,Zm00001d016885	NA	Zm00008a022080	NA
Syntenic_Dup_1083	Sobic.004G186600	NA	NA	Cluster_0807	NA	Zm00001d016896	NA	Zm00008a022089,Zm00008a022102	NA
Syntenic_Dup_1084	Sobic.004G187501	Cluster_0479	NA	NA	NA	Zm00001d016899,Zm00001d016900	NA	Zm00008a022093	NA
Syntenic_Dup_1085	Sobic.004G188701	NA	NA	Cluster_0808	NA	Zm00001d016919	Zm00001d050860	Zm00008a022108,Zm00008a022110	Zm00008a016546
Syntenic_Dup_1086	Sobic.004G188800	NA	NA	Cluster_0808	NA	Zm00001d016922	NA	Zm00008a022108,Zm00008a022110	NA
Syntenic_Dup_1087	Sobic.004G191500	Cluster_0481	NA	NA	NA	Zm00001d016946,Zm00001d016947,Zm00001d016948,Zm00001d016949	NA	Zm00008a022130	NA
Syntenic_Dup_1088	Sobic.004G195900	Cluster_0483	NA	NA	NA	Zm00001d017021,Zm00001d017022	NA	Zm00008a022167	NA
Syntenic_Dup_1089	Sobic.004G196000	Cluster_0483	NA	NA	NA	Zm00001d017021,Zm00001d017022	NA	Zm00008a022168	NA
Syntenic_Dup_1090	Sobic.004G196900	Cluster_0484	NA	NA	NA	Zm00001d017031,Zm00001d017032,Zm00001d017033	NA	NA	NA
Syntenic_Dup_1091	Sobic.004G197000	Cluster_0484	NA	NA	NA	Zm00001d017031,Zm00001d017032,Zm00001d017033	NA	Zm00008a022175	NA
Syntenic_Dup_1092	Sobic.004G198100	Cluster_0485	NA	Cluster_0811	NA	Zm00001d017043,Zm00001d017045	NA	Zm00008a022187,Zm00008a022189	NA
Syntenic_Dup_1093	Sobic.004G198200	Cluster_0485	NA	Cluster_0811	NA	Zm00001d017043,Zm00001d017045	NA	Zm00008a022187,Zm00008a022189	NA
Syntenic_Dup_1094	Sobic.004G198400	NA	Cluster_1668	NA	Cluster_0636	Zm00001d017047	Zm00001d050920,Zm00001d050921	Zm00008a022191	Zm00008a016591,Zm00008a016592
Syntenic_Dup_1095	Sobic.004G209600	Cluster_0487	NA	NA	NA	Zm00001d017164,Zm00001d017165	NA	Zm00008a022278	NA
Syntenic_Dup_1096	Sobic.004G209700	Cluster_0487	NA	NA	NA	Zm00001d017164,Zm00001d017165	NA	Zm00008a022279	NA
Syntenic_Dup_1097	Sobic.004G220400	Cluster_0491	Cluster_1671	Cluster_0815	Cluster_0641	Zm00001d017274,Zm00001d017275,Zm00001d017276,Zm00001d017279	Zm00001d051161,Zm00001d051163,Zm00001d051166	Zm00008a022367,Zm00008a022369,Zm00008a022370,Zm00008a022372	Zm00008a016750,Zm00008a016751,Zm00008a016754
Syntenic_Dup_1098	Sobic.004G221700	Cluster_0492	NA	NA	NA	Zm00001d017285,Zm00001d017286	NA	NA	NA
Syntenic_Dup_1099	Sobic.004G224350	NA	Cluster_1672	NA	Cluster_0643	Zm00001d017325	Zm00001d051199,Zm00001d051200,Zm00001d051202	Zm00008a022403	Zm00008a016771,Zm00008a016773,Zm00008a016774,Zm00008a016775,Zm00008a016776
Syntenic_Dup_1100	Sobic.004G224400	Cluster_0493	NA	Cluster_0816	NA	Zm00001d017326,Zm00001d017329	NA	Zm00008a022404,Zm00008a022406	NA
Syntenic_Dup_1101	Sobic.004G224700	NA	NA	Cluster_0817	NA	Zm00001d017333	Zm00001d051206	Zm00008a022409,Zm00008a022411	Zm00008a016779
Syntenic_Dup_1102	Sobic.004G224800	Cluster_0494	NA	NA	NA	Zm00001d017334,Zm00001d017335	Zm00001d051207	Zm00008a022412	Zm00008a016785
Syntenic_Dup_1103	Sobic.004G224900	NA	NA	Cluster_0818	NA	Zm00001d017338	Zm00001d051211	Zm00008a022413,Zm00008a022414,Zm00008a022416	Zm00008a016784
Syntenic_Dup_1104	Sobic.004G225800	NA	Cluster_1673	NA	Cluster_0644	NA	Zm00001d051223,Zm00001d051225	NA	Zm00008a016789,Zm00008a016791
Syntenic_Dup_1105	Sobic.004G225900	NA	Cluster_1673	NA	Cluster_0644	Zm00001d017353	Zm00001d051223,Zm00001d051225	Zm00008a022421	Zm00008a016789,Zm00008a016791
Syntenic_Dup_1106	Sobic.004G229200	Cluster_0521	Cluster_1695	Cluster_0841	Cluster_0658	Zm00001d018105,Zm00001d018106,Zm00001d018107	Zm00001d052205,Zm00001d052206	Zm00008a023042,Zm00008a023043	Zm00008a017573,Zm00008a017574
Syntenic_Dup_1107	Sobic.004G229300	Cluster_0521	Cluster_1695	Cluster_0841	Cluster_0658	Zm00001d018105,Zm00001d018106,Zm00001d018107	Zm00001d052205,Zm00001d052206	Zm00008a023042,Zm00008a023043	Zm00008a017573,Zm00008a017574
Syntenic_Dup_1108	Sobic.004G230200	NA	Cluster_1696	NA	Cluster_0659	NA	Zm00001d052209,Zm00001d052210,Zm00001d052211	NA	Zm00008a017577,Zm00008a017578,Zm00008a017580
Syntenic_Dup_1109	Sobic.004G231300	Cluster_0985	NA	NA	NA	Zm00001d031670,Zm00001d031671	Zm00001d052213	Zm00008a023037	Zm00008a017583
Syntenic_Dup_1110	Sobic.004G235700	Cluster_0520	NA	NA	NA	Zm00001d018065,Zm00001d018066	NA	Zm00008a023006	NA
Syntenic_Dup_1111	Sobic.004G241300	NA	NA	Cluster_0839	NA	Zm00001d018009	NA	Zm00008a022956,Zm00008a022958	NA
Syntenic_Dup_1112	Sobic.004G247400	Cluster_0517	NA	NA	NA	Zm00001d017952,Zm00001d017953	Zm00001d051800	Zm00008a022912	Zm00008a017246
Syntenic_Dup_1113	Sobic.004G247500	Cluster_0517	NA	NA	NA	Zm00001d017952,Zm00001d017953	NA	Zm00008a022912	NA
Syntenic_Dup_1114	Sobic.004G251800	NA	NA	Cluster_0837	NA	Zm00001d017919	NA	Zm00008a022898,Zm00008a022899,Zm00008a022900	NA
Syntenic_Dup_1115	Sobic.004G253000	NA	Cluster_1689	NA	NA	NA	Zm00001d051706,Zm00001d051707,Zm00001d051708,Zm00001d051710,Zm00001d051711,Zm00001d051712,Zm00001d051715,Zm00001d051719,Zm00001d051720,Zm00001d051722,Zm00001d051724,Zm00001d051726,Zm00001d051727,Zm00001d051730,Zm00001d051732,Zm00001d051735	NA	NA
Syntenic_Dup_1116	Sobic.004G255000	NA	Cluster_1688	NA	Cluster_0652	NA	Zm00001d051692,Zm00001d051693,Zm00001d051695	NA	Zm00008a017159,Zm00008a017160,Zm00008a017162
Syntenic_Dup_1117	Sobic.004G257700	Cluster_0515	NA	Cluster_0836	NA	Zm00001d017864,Zm00001d017866,Zm00001d017867,Zm00001d017869	NA	Zm00008a022839,Zm00008a022843	NA
Syntenic_Dup_1118	Sobic.004G257800	Cluster_0516	NA	NA	NA	Zm00001d017865,Zm00001d017868	NA	Zm00008a022840	NA
Syntenic_Dup_1119	Sobic.004G258400	Cluster_0515	NA	Cluster_0836	NA	Zm00001d017864,Zm00001d017866,Zm00001d017867,Zm00001d017869	NA	Zm00008a022839,Zm00008a022843	NA
Syntenic_Dup_1120	Sobic.004G258800	NA	NA	NA	Cluster_0651	Zm00001d017861	Zm00001d051689	NA	Zm00008a017155,Zm00008a017156
Syntenic_Dup_1121	Sobic.004G259500	NA	Cluster_1686	NA	NA	NA	Zm00001d051660,Zm00001d051661	NA	Zm00008a017151
Syntenic_Dup_1122	Sobic.004G259600	NA	Cluster_1686	NA	NA	NA	Zm00001d051660,Zm00001d051661	NA	Zm00008a017150
Syntenic_Dup_1123	Sobic.004G260800	Cluster_0514	NA	Cluster_0834	NA	Zm00001d017840,Zm00001d017841	Zm00001d051636	Zm00008a022820,Zm00008a022821	Zm00008a017117
Syntenic_Dup_1124	Sobic.004G262900	Cluster_0513	NA	Cluster_0833	NA	Zm00001d017814,Zm00001d017817	NA	Zm00008a022802,Zm00008a022803	NA
Syntenic_Dup_1125	Sobic.004G263000	Cluster_0513	NA	Cluster_0833	NA	Zm00001d017814,Zm00001d017817	NA	Zm00008a022802,Zm00008a022803	NA
Syntenic_Dup_1126	Sobic.004G263500	NA	Cluster_1685	NA	NA	Zm00001d017809	Zm00001d051607,Zm00001d051609	Zm00008a022797	Zm00008a017093
Syntenic_Dup_1127	Sobic.004G266400	Cluster_0512	NA	NA	NA	Zm00001d017786,Zm00001d017787	NA	Zm00008a022775	NA
Syntenic_Dup_1128	Sobic.004G267500	Cluster_0511	NA	NA	NA	Zm00001d017776,Zm00001d017777	NA	Zm00008a022765	NA
Syntenic_Dup_1129	Sobic.004G278300	Cluster_0508	NA	Cluster_0831	NA	Zm00001d017646,Zm00001d017647,Zm00001d017648	Zm00001d051496	Zm00008a022665,Zm00008a022666,Zm00008a022667	Zm00008a016976
Syntenic_Dup_1130	Sobic.004G280900	Cluster_0507	Cluster_1683	Cluster_0830	Cluster_0648	Zm00001d017612,Zm00001d017615	Zm00001d051460,Zm00001d051468	Zm00008a022640,Zm00008a022644	Zm00008a016954,Zm00008a016961
Syntenic_Dup_1131	Sobic.004G281400	Cluster_0507	Cluster_1683	Cluster_0830	Cluster_0648	Zm00001d017612,Zm00001d017615	Zm00001d051460,Zm00001d051468	Zm00008a022640,Zm00008a022644	Zm00008a016954,Zm00008a016961
Syntenic_Dup_1132	Sobic.004G283300	Cluster_0506	NA	NA	NA	Zm00001d017591,Zm00001d017592	Zm00001d051451	Zm00008a022621	Zm00008a016944
Syntenic_Dup_1133	Sobic.004G284700	Cluster_0505	NA	Cluster_0826	NA	Zm00001d017570,Zm00001d017571	NA	Zm00008a022601,Zm00008a022602	NA
Syntenic_Dup_1134	Sobic.004G286700	NA	Cluster_1682	NA	NA	Zm00001d017546	Zm00001d051418,Zm00001d051419	NA	Zm00008a016924
Syntenic_Dup_1135	Sobic.004G286800	NA	Cluster_1682	NA	NA	NA	Zm00001d051418,Zm00001d051419	NA	Zm00008a016924
Syntenic_Dup_1136	Sobic.004G287700	Cluster_0504	Cluster_1680	Cluster_0825	NA	Zm00001d017534,Zm00001d017535	Zm00001d051410,Zm00001d051411	Zm00008a022571,Zm00008a022572	Zm00008a016920
Syntenic_Dup_1137	Sobic.004G287800	Cluster_0504	Cluster_1680	Cluster_0825	NA	Zm00001d017534,Zm00001d017535	Zm00001d051410,Zm00001d051411	Zm00008a022571,Zm00008a022572	NA
Syntenic_Dup_1138	Sobic.004G288900	NA	Cluster_1679	NA	Cluster_0647	NA	Zm00001d051397,Zm00001d051399	NA	Zm00008a016912,Zm00008a016913
Syntenic_Dup_1139	Sobic.004G291500	Cluster_0503	NA	NA	NA	Zm00001d017508,Zm00001d017510	Zm00001d051384	Zm00008a022547	Zm00008a016902
Syntenic_Dup_1140	Sobic.004G293800	Cluster_0502	NA	NA	NA	Zm00001d017499,Zm00001d017500	NA	Zm00008a022537	NA
Syntenic_Dup_1141	Sobic.004G294500	Cluster_0501	NA	NA	NA	Zm00001d017493,Zm00001d017494,Zm00001d017495	Zm00001d051368	Zm00008a022533	Zm00008a016892
Syntenic_Dup_1142	Sobic.004G295600	Cluster_0500	Cluster_1678	Cluster_0821	NA	Zm00001d017477,Zm00001d017478,Zm00001d017480	Zm00001d051350,Zm00001d051355	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	Zm00008a016882
Syntenic_Dup_1143	Sobic.004G295700	Cluster_0500	NA	Cluster_0821	NA	Zm00001d017477,Zm00001d017478,Zm00001d017480	NA	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	NA
Syntenic_Dup_1144	Sobic.004G296100	NA	NA	Cluster_0822	NA	Zm00001d017474	Zm00001d051344	Zm00008a022516,Zm00008a022517	Zm00008a016878
Syntenic_Dup_1145	Sobic.004G296200	NA	NA	Cluster_0822	NA	Zm00001d017473	Zm00001d051343	Zm00008a022516,Zm00008a022517	Zm00008a016877
Syntenic_Dup_1146	Sobic.004G296900	Cluster_0499	NA	Cluster_0821	NA	Zm00001d017462,Zm00001d017466	Zm00001d051340	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	Zm00008a016876
Syntenic_Dup_1147	Sobic.004G297100	Cluster_0499	NA	Cluster_0821	NA	Zm00001d017462,Zm00001d017466	NA	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	NA
Syntenic_Dup_1148	Sobic.004G297200	NA	NA	Cluster_0821	NA	Zm00001d017461	Zm00001d051338	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	Zm00008a016874
Syntenic_Dup_1149	Sobic.004G297400	Cluster_0498	NA	NA	NA	Zm00001d017458,Zm00001d017459	NA	Zm00008a022503	NA
Syntenic_Dup_1150	Sobic.004G297500	Cluster_0498	NA	NA	NA	Zm00001d017458,Zm00001d017459	NA	Zm00008a022502	NA
Syntenic_Dup_1151	Sobic.004G297700	NA	Cluster_1677	NA	NA	Zm00001d017456	Zm00001d051335,Zm00001d051336	Zm00008a022500	Zm00008a016872
Syntenic_Dup_1152	Sobic.004G299300	NA	NA	NA	Cluster_0646	NA	Zm00001d051323	NA	Zm00008a016854,Zm00008a016859
Syntenic_Dup_1153	Sobic.004G299600	Cluster_0497	NA	Cluster_0820	NA	Zm00001d017427,Zm00001d017429	NA	Zm00008a022482,Zm00008a022484	NA
Syntenic_Dup_1154	Sobic.004G300701	NA	Cluster_1676	NA	NA	NA	Zm00001d051313,Zm00001d051314	NA	Zm00008a016853
Syntenic_Dup_1155	Sobic.004G303400	Cluster_0496	Cluster_1675	Cluster_0819	NA	Zm00001d017383,Zm00001d017385	Zm00001d051267,Zm00001d051269	Zm00008a022442,Zm00008a022444	Zm00008a016820
Syntenic_Dup_1156	Sobic.004G305100	Cluster_0522	NA	NA	NA	Zm00001d018123,Zm00001d018124	NA	Zm00008a023051	NA
Syntenic_Dup_1157	Sobic.004G308200	NA	Cluster_1694	NA	Cluster_0657	NA	Zm00001d052168,Zm00001d052170	NA	Zm00008a017545,Zm00008a017546
Syntenic_Dup_1158	Sobic.004G308400	Cluster_0523	NA	NA	NA	Zm00001d018155,Zm00001d018156	NA	Zm00008a023081	NA
Syntenic_Dup_1159	Sobic.004G308500	NA	Cluster_1694	NA	Cluster_0657	NA	Zm00001d052168,Zm00001d052170	NA	Zm00008a017545,Zm00008a017546
Syntenic_Dup_1160	Sobic.004G308600	Cluster_0523	NA	NA	NA	Zm00001d018155,Zm00001d018156	NA	Zm00008a023081	NA
Syntenic_Dup_1161	Sobic.004G309300	NA	Cluster_1693	NA	NA	Zm00001d018161	Zm00001d052164,Zm00001d052165	Zm00008a023085	Zm00008a017540
Syntenic_Dup_1162	Sobic.004G310100	Cluster_0524	NA	Cluster_0844	NA	Zm00001d018181,Zm00001d018184	NA	Zm00008a023098,Zm00008a023101	NA
Syntenic_Dup_1163	Sobic.004G310200	Cluster_0525	NA	Cluster_0845	NA	Zm00001d018182,Zm00001d018185	NA	Zm00008a023099,Zm00008a023102	NA
Syntenic_Dup_1164	Sobic.004G310300	Cluster_0526	NA	Cluster_0846	NA	Zm00001d018183,Zm00001d018187	Zm00001d052155	Zm00008a023100,Zm00008a023103	Zm00008a017530
Syntenic_Dup_1165	Sobic.004G316100	Cluster_0527	NA	NA	NA	Zm00001d018251,Zm00001d018253,Zm00001d018254	NA	Zm00008a023156	NA
Syntenic_Dup_1166	Sobic.004G318600	Cluster_0528	NA	Cluster_0848	NA	Zm00001d018281,Zm00001d018282	NA	Zm00008a023176,Zm00008a023177	NA
Syntenic_Dup_1167	Sobic.004G319000	Cluster_0528	NA	Cluster_0848	NA	Zm00001d018281,Zm00001d018282	Zm00001d052104	Zm00008a023176,Zm00008a023177	Zm00008a017492
Syntenic_Dup_1168	Sobic.004G323200	Cluster_0529	NA	NA	NA	Zm00001d018321,Zm00001d018322,Zm00001d018323,Zm00001d018324	Zm00001d052068	Zm00008a023203	Zm00008a017462
Syntenic_Dup_1169	Sobic.004G324000	Cluster_0530	NA	NA	NA	Zm00001d018329,Zm00001d018332	Zm00001d052064	NA	Zm00008a017460
Syntenic_Dup_1170	Sobic.004G325100	Cluster_0531	NA	NA	NA	Zm00001d018336,Zm00001d018340	Zm00001d052063	NA	Zm00008a017458
Syntenic_Dup_1171	Sobic.004G325300	Cluster_0531	NA	NA	NA	Zm00001d018336,Zm00001d018340	NA	Zm00008a023214	NA
Syntenic_Dup_1172	Sobic.004G333200	NA	Cluster_1691	NA	NA	Zm00001d018400	Zm00001d052015,Zm00001d052016	NA	Zm00008a017416
Syntenic_Dup_1173	Sobic.004G333300	NA	Cluster_1691	NA	NA	NA	Zm00001d052015,Zm00001d052016	NA	NA
Syntenic_Dup_1174	Sobic.004G338500	NA	Cluster_1690	NA	NA	NA	Zm00001d051961,Zm00001d051963,Zm00001d051964,Zm00001d051965	NA	Zm00008a017391
Syntenic_Dup_1175	Sobic.004G340500	Cluster_0532	NA	Cluster_0850	NA	Zm00001d018451,Zm00001d018452	Zm00001d051936	Zm00008a023316,Zm00008a023317	Zm00008a017372
Syntenic_Dup_1176	Sobic.004G341000	Cluster_0532	NA	Cluster_0850	NA	Zm00001d018451,Zm00001d018452	NA	Zm00008a023316,Zm00008a023317	NA
Syntenic_Dup_1177	Sobic.004G347900	NA	NA	NA	Cluster_0654	Zm00001d018499	Zm00001d051900	Zm00008a023354	Zm00008a017331,Zm00008a017341
Syntenic_Dup_1178	Sobic.004G349000	Cluster_0533	NA	NA	NA	Zm00001d018505,Zm00001d018506	Zm00001d051890	Zm00008a023361	Zm00008a017334
Syntenic_Dup_1179	Sobic.004G349300	NA	NA	NA	Cluster_0654	NA	Zm00001d051887	NA	Zm00008a017331,Zm00008a017341
Syntenic_Dup_1180	Sobic.005G011200	Cluster_1697	NA	NA	NA	Zm00001d052335,Zm00001d052336	NA	Zm00008a017666	NA
Syntenic_Dup_1181	Sobic.005G012100	Cluster_1698	NA	Cluster_0660	NA	Zm00001d052341,Zm00001d052342	NA	Zm00008a017671,Zm00008a017672	NA
Syntenic_Dup_1182	Sobic.005G013400	NA	NA	NA	Cluster_0335	Zm00001d052355	Zm00001d005057	Zm00008a017682	Zm00008a008405,Zm00008a008407
Syntenic_Dup_1183	Sobic.005G014200	NA	NA	NA	Cluster_0335	NA	Zm00001d005056	NA	Zm00008a008405,Zm00008a008407
Syntenic_Dup_1184	Sobic.005G015700	NA	Cluster_0147	NA	NA	NA	Zm00001d005038,Zm00001d005039	NA	Zm00008a008397
Syntenic_Dup_1185	Sobic.005G016600	Cluster_1699	Cluster_0147	Cluster_0662	NA	Zm00001d052371,Zm00001d052372,Zm00001d052373,Zm00001d052374	Zm00001d005038,Zm00001d005039	Zm00008a017695,Zm00008a017696,Zm00008a017697	Zm00008a008396
Syntenic_Dup_1186	Sobic.005G021500	NA	Cluster_0146	NA	NA	Zm00001d052407	Zm00001d005012,Zm00001d005013	Zm00008a017727	Zm00008a008376
Syntenic_Dup_1187	Sobic.005G022400	NA	NA	Cluster_0664	NA	Zm00001d052431	Zm00001d005005	Zm00008a017733,Zm00008a017745	Zm00008a008371
Syntenic_Dup_1188	Sobic.005G023900	Cluster_1701	NA	NA	NA	Zm00001d052420,Zm00001d052421	Zm00001d005004	Zm00008a017739	Zm00008a008370
Syntenic_Dup_1189	Sobic.005G024700	Cluster_1702	NA	Cluster_0665	NA	Zm00001d052434,Zm00001d052435	NA	Zm00008a017748,Zm00008a017749	NA
Syntenic_Dup_1190	Sobic.005G024800	Cluster_1702	Cluster_0145	Cluster_0665	Cluster_0334	Zm00001d052434,Zm00001d052435	Zm00001d005001,Zm00001d005002	Zm00008a017748,Zm00008a017749	Zm00008a008367,Zm00008a008368
Syntenic_Dup_1191	Sobic.005G024900	NA	Cluster_0145	NA	Cluster_0334	NA	Zm00001d005001,Zm00001d005002	NA	Zm00008a008367,Zm00008a008368
Syntenic_Dup_1192	Sobic.005G025100	NA	Cluster_0144	NA	NA	NA	Zm00001d004994,Zm00001d004995	NA	Zm00008a008364
Syntenic_Dup_1193	Sobic.005G028800	NA	Cluster_0143	NA	Cluster_0333	NA	Zm00001d004977,Zm00001d004978	NA	Zm00008a008351,Zm00008a008352
Syntenic_Dup_1194	Sobic.005G029600	Cluster_1703	NA	Cluster_0666	NA	Zm00001d052463,Zm00001d052464	NA	Zm00008a017770,Zm00008a017771	NA
Syntenic_Dup_1195	Sobic.005G031901	NA	Cluster_0142	NA	NA	NA	Zm00001d004942,Zm00001d004945,Zm00001d004949	NA	Zm00008a008335
Syntenic_Dup_1196	Sobic.005G032000	Cluster_1704	NA	Cluster_0667	NA	Zm00001d052479,Zm00001d052480	NA	Zm00008a017778,Zm00008a017779,Zm00008a017786	NA
Syntenic_Dup_1197	Sobic.005G032200	Cluster_1704	NA	Cluster_0667	NA	Zm00001d052479,Zm00001d052480	NA	Zm00008a017778,Zm00008a017779,Zm00008a017786	NA
Syntenic_Dup_1198	Sobic.005G033801	NA	NA	Cluster_0667	NA	Zm00001d052492	NA	Zm00008a017778,Zm00008a017779,Zm00008a017786	NA
Syntenic_Dup_1199	Sobic.005G035400	Cluster_1705	NA	NA	NA	Zm00001d052501,Zm00001d052505	NA	NA	NA
Syntenic_Dup_1200	Sobic.005G035900	Cluster_1706	NA	NA	NA	Zm00001d052509,Zm00001d052513	NA	NA	NA
Syntenic_Dup_1201	Sobic.005G040400	Cluster_1707	NA	Cluster_0669	NA	Zm00001d052557,Zm00001d052572,Zm00001d052580	NA	Zm00008a017833,Zm00008a017835,Zm00008a017839	NA
Syntenic_Dup_1202	Sobic.005G042600	Cluster_1708	NA	Cluster_0670	NA	Zm00001d052601,Zm00001d052604	NA	Zm00008a017853,Zm00008a017854	NA
Syntenic_Dup_1203	Sobic.005G044000	Cluster_1713	NA	NA	NA	Zm00001d052776,Zm00001d052777	NA	Zm00008a017969	NA
Syntenic_Dup_1204	Sobic.005G044100	Cluster_1713	NA	NA	NA	Zm00001d052776,Zm00001d052777	Zm00001d004876	Zm00008a017970	Zm00008a040219
Syntenic_Dup_1205	Sobic.005G050500	NA	Cluster_0140	NA	Cluster_0331	NA	Zm00001d004839,Zm00001d004841	NA	Zm00008a008218,Zm00008a008221
Syntenic_Dup_1206	Sobic.005G061700	NA	Cluster_0135	NA	Cluster_0328	Zm00001d053055	Zm00001d004753,Zm00001d004754,Zm00001d004758	Zm00008a018164	Zm00008a008156,Zm00008a008160,Zm00008a008163
Syntenic_Dup_1207	Sobic.005G065700	NA	Cluster_0134	NA	Cluster_0327	NA	Zm00001d004721,Zm00001d004725,Zm00001d004728,Zm00001d004729,Zm00001d004730	NA	Zm00008a008133,Zm00008a008137,Zm00008a008138
Syntenic_Dup_1208	Sobic.005G067300	NA	Cluster_0133	NA	NA	Zm00001d000163	Zm00001d004718,Zm00001d004719	Zm00008a018191	Zm00008a008130
Syntenic_Dup_1209	Sobic.005G080900	Cluster_1633	NA	Cluster_0601	NA	Zm00001d049133,Zm00001d049134	NA	Zm00008a015243,Zm00008a015244	NA
Syntenic_Dup_1210	Sobic.005G085200	NA	Cluster_0210	Cluster_0597	NA	Zm00001d049016	Zm00001d007272,Zm00001d007274	Zm00008a015163,Zm00008a015164	Zm00008a010035
Syntenic_Dup_1211	Sobic.005G085700	NA	NA	Cluster_0597	NA	Zm00001d049015	NA	Zm00008a015163,Zm00008a015164	NA
Syntenic_Dup_1212	Sobic.005G086300	NA	Cluster_0210	NA	NA	Zm00001d049002	Zm00001d007272,Zm00001d007274	Zm00008a015157	Zm00008a010034
Syntenic_Dup_1213	Sobic.005G087666	Cluster_1628	NA	NA	NA	Zm00001d048989,Zm00001d048990	Zm00001d007264	Zm00008a015149	Zm00008a010027
Syntenic_Dup_1214	Sobic.005G088300	Cluster_1627	NA	Cluster_0596	NA	Zm00001d048985,Zm00001d048987	NA	Zm00008a015145,Zm00008a015146	NA
Syntenic_Dup_1215	Sobic.005G089000	NA	Cluster_0209	NA	Cluster_0389	NA	Zm00001d007257,Zm00001d007258	NA	Zm00008a010020,Zm00008a010022
Syntenic_Dup_1216	Sobic.005G089200	NA	Cluster_0209	NA	Cluster_0389	NA	Zm00001d007257,Zm00001d007258	NA	Zm00008a010020,Zm00008a010022
Syntenic_Dup_1217	Sobic.005G090100	Cluster_1626	NA	Cluster_0594	NA	Zm00001d048972,Zm00001d048975,Zm00001d048978	NA	Zm00008a015130,Zm00008a015131,Zm00008a015133	NA
Syntenic_Dup_1218	Sobic.005G091000	Cluster_1625	NA	Cluster_0593	NA	Zm00001d048962,Zm00001d048968	Zm00001d007254	Zm00008a015123,Zm00008a015126	Zm00008a010018
Syntenic_Dup_1219	Sobic.005G091300	Cluster_1625	NA	Cluster_0593	NA	Zm00001d048962,Zm00001d048968	NA	Zm00008a015123,Zm00008a015126	NA
Syntenic_Dup_1220	Sobic.005G104600	NA	NA	Cluster_0599	NA	Zm00001d049077	NA	Zm00008a015200,Zm00008a015201	NA
