Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_1076	Cluster_1058	NA	Zm00001d033535,Zm00001d033537	Zm00008a004842
Nonsyntenic_Dup_1077	Cluster_1058	Cluster_0196	Zm00001d033535,Zm00001d033537	Zm00008a004840,Zm00008a004841
Nonsyntenic_Dup_1078	Cluster_1059	NA	Zm00001d033571,Zm00001d033564	Zm00008a004864
Nonsyntenic_Dup_1079	Cluster_1060	Cluster_0198	Zm00001d033606,Zm00001d033607	Zm00008a004895,Zm00008a004897
Nonsyntenic_Dup_1080	NA	Cluster_0199	Zm00001d033616	Zm00008a004907,Zm00008a004906
Nonsyntenic_Dup_1081	Cluster_1061	NA	Zm00001d033624,Zm00001d033623	Zm00008a004913
Nonsyntenic_Dup_1082	Cluster_1062	Cluster_0200	Zm00001d033649,Zm00001d033651,Zm00001d033650	Zm00008a004932,Zm00008a004933
Nonsyntenic_Dup_1083	Cluster_1063	NA	Zm00001d033689,Zm00001d033686,Zm00001d033694	Zm00008a004959
Nonsyntenic_Dup_1084	Cluster_1065	Cluster_0201	Zm00001d033711,Zm00001d033710,Zm00001d033709	Zm00008a004967,Zm00008a004966,Zm00008a004965
Nonsyntenic_Dup_1085	Cluster_1066	Cluster_0202	Zm00001d033754,Zm00001d033765	Zm00008a004996,Zm00008a004998
Nonsyntenic_Dup_1086	Cluster_1067	Cluster_0203	Zm00001d033837,Zm00001d033836	Zm00008a005038,Zm00008a005039
Nonsyntenic_Dup_1087	Cluster_1068	Cluster_0204	Zm00001d033861,Zm00001d033859	Zm00008a005061,Zm00008a005059
Nonsyntenic_Dup_1088	Cluster_1068	NA	Zm00001d033861,Zm00001d033859	Zm00008a005062
Nonsyntenic_Dup_1089	Cluster_1069	Cluster_0206	Zm00001d033892,Zm00001d033891,Zm00001d033890	Zm00008a005087,Zm00008a005086,Zm00008a005088
Nonsyntenic_Dup_1090	Cluster_1073	Cluster_0208	Zm00001d034017,Zm00001d034015	Zm00008a005184,Zm00008a005185
Nonsyntenic_Dup_1091	NA	Cluster_0210	Zm00001d034034	Zm00008a005210,Zm00008a005201
Nonsyntenic_Dup_1092	Cluster_1074	Cluster_0211	Zm00001d034040,Zm00001d034043	Zm00008a005209,Zm00008a005211
Nonsyntenic_Dup_1093	NA	Cluster_0210	Zm00001d034042	Zm00008a005210,Zm00008a005201
Nonsyntenic_Dup_1094	Cluster_1075	NA	Zm00001d034045,Zm00001d034047	Zm00008a005218
Nonsyntenic_Dup_1095	Cluster_1076	Cluster_0212	Zm00001d034057,Zm00001d034058	Zm00008a005229,Zm00008a005228
Nonsyntenic_Dup_1096	Cluster_1077	Cluster_0213	Zm00001d034069,Zm00001d034068,Zm00001d034067,Zm00001d034066	Zm00008a005238,Zm00008a005236,Zm00008a005237
Nonsyntenic_Dup_1097	Cluster_1078	Cluster_0214	Zm00001d034107,Zm00001d034096,Zm00001d034097,Zm00001d034095,Zm00001d034104	Zm00008a005253,Zm00008a005257,Zm00008a005254,Zm00008a005259,Zm00008a005272
Nonsyntenic_Dup_1098	NA	Cluster_0214	Zm00001d034103	Zm00008a005253,Zm00008a005257,Zm00008a005254,Zm00008a005259,Zm00008a005272
Nonsyntenic_Dup_1099	NA	Cluster_0214	Zm00001d034118	Zm00008a005253,Zm00008a005257,Zm00008a005254,Zm00008a005259,Zm00008a005272
Nonsyntenic_Dup_1100	Cluster_1081	Cluster_0217	Zm00001d034166,Zm00001d034164	Zm00008a005301,Zm00008a005303,Zm00008a005304
Nonsyntenic_Dup_1101	NA	Cluster_0218	Zm00001d034165	Zm00008a005302,Zm00008a005305
Nonsyntenic_Dup_1102	NA	Cluster_0217	Zm00001d034167	Zm00008a005301,Zm00008a005303,Zm00008a005304
Nonsyntenic_Dup_1103	Cluster_1082	NA	Zm00001d034186,Zm00001d034184	Zm00008a005317
Nonsyntenic_Dup_1104	Cluster_1083	NA	Zm00001d034200,Zm00001d034201	Zm00008a005332
Nonsyntenic_Dup_1105	Cluster_1091	Cluster_0220	Zm00001d034387,Zm00001d034388,Zm00001d034385	Zm00008a005433,Zm00008a005431,Zm00008a005434
Nonsyntenic_Dup_1106	Cluster_1093	Cluster_0222	Zm00001d034418,Zm00001d034419,Zm00001d034417	Zm00008a005458,Zm00008a005456,Zm00008a005457
Nonsyntenic_Dup_1107	Cluster_1095	NA	Zm00001d034446,Zm00001d034456,Zm00001d034454	Zm00008a005479
Nonsyntenic_Dup_1108	Cluster_1096	Cluster_0224	Zm00001d034447,Zm00001d034448,Zm00001d034457,Zm00001d034455	Zm00008a005482,Zm00008a005480
Nonsyntenic_Dup_1109	Cluster_1097	Cluster_0225	Zm00001d034452,Zm00001d034453	Zm00008a005483,Zm00008a005484
Nonsyntenic_Dup_1110	Cluster_1095	NA	Zm00001d034446,Zm00001d034456,Zm00001d034454	Zm00008a005481
Nonsyntenic_Dup_1111	Cluster_1099	NA	Zm00001d034483,Zm00001d034482	Zm00008a005496
Nonsyntenic_Dup_1112	Cluster_1100	NA	Zm00001d034489,Zm00001d034488	Zm00008a005501
Nonsyntenic_Dup_1113	Cluster_1101	Cluster_0226	Zm00001d034520,Zm00001d034521	Zm00008a005540,Zm00008a005541
Nonsyntenic_Dup_1114	Cluster_1102	Cluster_0227	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	Zm00008a005553,Zm00008a005555
Nonsyntenic_Dup_1115	Cluster_1102	NA	Zm00001d034538,Zm00001d034540,Zm00001d034541,Zm00001d034542	Zm00008a005554
Nonsyntenic_Dup_1116	Cluster_1103	NA	Zm00001d034552,Zm00001d034551	Zm00008a005560
Nonsyntenic_Dup_1117	Cluster_1103	Cluster_0228	Zm00001d034552,Zm00001d034551	Zm00008a005568,Zm00008a005561,Zm00008a005562
Nonsyntenic_Dup_1118	Cluster_1104	NA	Zm00001d034621,Zm00001d034620	Zm00008a005617
Nonsyntenic_Dup_1119	Cluster_1105	NA	Zm00001d034642,Zm00001d034641,Zm00001d034639	Zm00008a005636
Nonsyntenic_Dup_1120	Cluster_1107	NA	Zm00001d034651,Zm00001d034653	Zm00008a005641
Nonsyntenic_Dup_1121	Cluster_1109	NA	Zm00001d034676,Zm00001d034675	Zm00008a005660
Nonsyntenic_Dup_1122	Cluster_1111	NA	Zm00001d034715,Zm00001d034716	Zm00008a005694
Nonsyntenic_Dup_1123	Cluster_1112	NA	Zm00001d034742,Zm00001d034741	Zm00008a005716
Nonsyntenic_Dup_1124	Cluster_1114	Cluster_0234	Zm00001d034776,Zm00001d034773,Zm00001d034771	Zm00008a005746,Zm00008a005742
Nonsyntenic_Dup_1125	Cluster_1115	NA	Zm00001d034803,Zm00001d034802	Zm00008a005766
Nonsyntenic_Dup_1126	Cluster_1116	Cluster_0236	Zm00001d034900,Zm00001d034904	Zm00008a005851,Zm00008a005847
Nonsyntenic_Dup_1127	Cluster_1117	Cluster_0237	Zm00001d034945,Zm00001d034946,Zm00001d034947	Zm00008a005884,Zm00008a005883
Nonsyntenic_Dup_1128	NA	Cluster_0851	Zm00001d034973	Zm00008a023425,Zm00008a023426
Nonsyntenic_Dup_1129	Cluster_1118	NA	Zm00001d034977,Zm00001d034976	Zm00008a023424
Nonsyntenic_Dup_1130	NA	Cluster_0852	Zm00001d034986	Zm00008a023432,Zm00008a023435
Nonsyntenic_Dup_1131	Cluster_1119	Cluster_0854	Zm00001d035002,Zm00001d035003,Zm00001d035001	Zm00008a023452,Zm00008a023453,Zm00008a023454
Nonsyntenic_Dup_1132	Cluster_1120	NA	Zm00001d035020,Zm00001d035021	Zm00008a023461
Nonsyntenic_Dup_1133	Cluster_1122	NA	Zm00001d035063,Zm00001d035056	Zm00008a023487
Nonsyntenic_Dup_1134	Cluster_1123	NA	Zm00001d035064,Zm00001d035057	Zm00008a023488
Nonsyntenic_Dup_1135	Cluster_1124	NA	Zm00001d035084,Zm00001d035076	Zm00008a023502
Nonsyntenic_Dup_1136	Cluster_1126	Cluster_0858	Zm00001d035109,Zm00001d035108,Zm00001d035111,Zm00001d035112,Zm00001d035104,Zm00001d035102,Zm00001d035101,Zm00001d035100	Zm00008a023541,Zm00008a023539,Zm00008a023540,Zm00008a023538,Zm00008a023542
Nonsyntenic_Dup_1137	Cluster_1127	NA	Zm00001d035143,Zm00001d035145	Zm00008a023561
Nonsyntenic_Dup_1138	Cluster_1128	NA	Zm00001d035154,Zm00001d035155	Zm00008a023567
Nonsyntenic_Dup_1139	Cluster_1129	Cluster_0859	Zm00001d035157,Zm00001d035161,Zm00001d035163,Zm00001d035162,Zm00001d035166	Zm00008a023580,Zm00008a023575,Zm00008a023576,Zm00008a023571,Zm00008a023579
Nonsyntenic_Dup_1140	NA	Cluster_0860	Zm00001d035159	Zm00008a023572,Zm00008a023573
Nonsyntenic_Dup_1141	NA	Cluster_0859	Zm00001d035165	Zm00008a023580,Zm00008a023575,Zm00008a023576,Zm00008a023571,Zm00008a023579
Nonsyntenic_Dup_1142	Cluster_1130	Cluster_0861	Zm00001d035172,Zm00001d035174,Zm00001d035183	Zm00008a023588,Zm00008a023587
Nonsyntenic_Dup_1143	Cluster_1131	Cluster_0866	Zm00001d035230,Zm00001d035224,Zm00001d035234	Zm00008a023708,Zm00008a023703,Zm00008a023704
Nonsyntenic_Dup_1144	Cluster_1132	NA	Zm00001d035228,Zm00001d035229	Zm00008a023705
Nonsyntenic_Dup_1145	Cluster_1134	Cluster_0865	Zm00001d035246,Zm00001d035249	Zm00008a023692,Zm00008a023691,Zm00008a023695
Nonsyntenic_Dup_1146	NA	Cluster_0864	Zm00001d035274	Zm00008a023673,Zm00008a023675
Nonsyntenic_Dup_1147	Cluster_1137	NA	Zm00001d035310,Zm00001d035309	Zm00008a023725
Nonsyntenic_Dup_1148	Cluster_1137	NA	Zm00001d035310,Zm00001d035309	Zm00008a023729
Nonsyntenic_Dup_1149	Cluster_1140	NA	Zm00001d035392,Zm00001d035389	Zm00008a023625
Nonsyntenic_Dup_1150	Cluster_1141	Cluster_0862	Zm00001d035400,Zm00001d035401	Zm00008a023632,Zm00008a023633
Nonsyntenic_Dup_1151	Cluster_1142	Cluster_0863	Zm00001d035428,Zm00001d035434	Zm00008a023656,Zm00008a023649
Nonsyntenic_Dup_1152	Cluster_1143	NA	Zm00001d035543,Zm00001d035542	Zm00008a023819
Nonsyntenic_Dup_1153	Cluster_1144	Cluster_0868	Zm00001d035551,Zm00001d035552	Zm00008a023826,Zm00008a023825
Nonsyntenic_Dup_1154	Cluster_1145	Cluster_0869	Zm00001d035561,Zm00001d035560,Zm00001d035562,Zm00001d035558,Zm00001d035559	Zm00008a023838,Zm00008a023836,Zm00008a023837,Zm00008a023834,Zm00008a023833
Nonsyntenic_Dup_1155	Cluster_1146	NA	Zm00001d035587,Zm00001d035585	Zm00008a023860
Nonsyntenic_Dup_1156	NA	Cluster_0870	Zm00001d035589	Zm00008a023862,Zm00008a023864
Nonsyntenic_Dup_1157	Cluster_1147	Cluster_0871	Zm00001d035591,Zm00001d035592	Zm00008a023871,Zm00008a023863,Zm00008a023866
Nonsyntenic_Dup_1158	Cluster_1148	Cluster_0872	Zm00001d035599,Zm00001d035600	Zm00008a023878,Zm00008a023877
Nonsyntenic_Dup_1159	Cluster_1151	NA	Zm00001d035614,Zm00001d035612	Zm00008a023887
Nonsyntenic_Dup_1160	Cluster_1152	NA	Zm00001d035619,Zm00001d035618,Zm00001d035617	Zm00008a023889
Nonsyntenic_Dup_1161	Cluster_1153	NA	Zm00001d035624,Zm00001d035628	Zm00008a023893
Nonsyntenic_Dup_1162	Cluster_1154	NA	Zm00001d035625,Zm00001d035629	Zm00008a023894
Nonsyntenic_Dup_1163	Cluster_1155	NA	Zm00001d035640,Zm00001d035638	Zm00008a023898
Nonsyntenic_Dup_1164	Cluster_1157	Cluster_0874	Zm00001d035671,Zm00001d035670	Zm00008a023921,Zm00008a023922
Nonsyntenic_Dup_1165	Cluster_1158	NA	Zm00001d035680,Zm00001d035681,Zm00001d035683,Zm00001d035684	Zm00008a023927
Nonsyntenic_Dup_1166	Cluster_1158	NA	Zm00001d035680,Zm00001d035681,Zm00001d035683,Zm00001d035684	Zm00008a023932
Nonsyntenic_Dup_1167	Cluster_1159	Cluster_0875	Zm00001d035713,Zm00001d035717,Zm00001d035714	Zm00008a023943,Zm00008a023944,Zm00008a023949
Nonsyntenic_Dup_1168	Cluster_1160	Cluster_0876	Zm00001d035720,Zm00001d035722	Zm00008a023947,Zm00008a023945
Nonsyntenic_Dup_1169	Cluster_1161	Cluster_0877	Zm00001d035726,Zm00001d035725	Zm00008a023956,Zm00008a023958
Nonsyntenic_Dup_1170	Cluster_1162	Cluster_0880	Zm00001d035756,Zm00001d035753	Zm00008a023980,Zm00008a023981
Nonsyntenic_Dup_1171	NA	Cluster_0881	Zm00001d035777	Zm00008a024008,Zm00008a024007
Nonsyntenic_Dup_1172	Cluster_1163	NA	Zm00001d035817,Zm00001d035818	Zm00008a024029
Nonsyntenic_Dup_1173	Cluster_1164	Cluster_0882	Zm00001d035823,Zm00001d035833	Zm00008a024033,Zm00008a024037
Nonsyntenic_Dup_1174	Cluster_1165	Cluster_0883	Zm00001d035881,Zm00001d035879	Zm00008a024073,Zm00008a024072
Nonsyntenic_Dup_1175	Cluster_1166	NA	Zm00001d035901,Zm00001d035902	Zm00008a024083
Nonsyntenic_Dup_1176	Cluster_1167	Cluster_0884	Zm00001d035974,Zm00001d035975	Zm00008a024132,Zm00008a024133
Nonsyntenic_Dup_1177	Cluster_1169	Cluster_0885	Zm00001d036066,Zm00001d036068,Zm00001d036072,Zm00001d036069	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200
Nonsyntenic_Dup_1178	Cluster_1170	NA	Zm00001d036079,Zm00001d036077	Zm00008a024203
Nonsyntenic_Dup_1179	Cluster_1170	NA	Zm00001d036079,Zm00001d036077	Zm00008a024205
Nonsyntenic_Dup_1180	Cluster_1171	NA	Zm00001d036097,Zm00001d036098	Zm00008a024215
Nonsyntenic_Dup_1181	Cluster_1172	NA	Zm00001d036112,Zm00001d036110	Zm00008a024221
Nonsyntenic_Dup_1182	NA	Cluster_0886	Zm00001d036144	Zm00008a024241,Zm00008a024242
Nonsyntenic_Dup_1183	NA	Cluster_0889	Zm00001d036234	Zm00008a024296,Zm00008a024289
Nonsyntenic_Dup_1184	Cluster_1174	Cluster_0888	Zm00001d036237,Zm00001d036238,Zm00001d036241	Zm00008a024294,Zm00008a024300,Zm00008a024288
Nonsyntenic_Dup_1185	NA	Cluster_0891	Zm00001d036256	Zm00008a024322,Zm00008a024325
Nonsyntenic_Dup_1186	Cluster_1175	NA	Zm00001d036262,Zm00001d036261,Zm00001d036263	Zm00008a024319
Nonsyntenic_Dup_1187	Cluster_1176	Cluster_0892	Zm00001d036266,Zm00001d036264	Zm00008a024327,Zm00008a024328
Nonsyntenic_Dup_1188	Cluster_1177	Cluster_0893	Zm00001d036270,Zm00001d036272,Zm00001d036267	Zm00008a024330,Zm00008a024331,Zm00008a024333
Nonsyntenic_Dup_1189	Cluster_1177	Cluster_0894	Zm00001d036270,Zm00001d036272,Zm00001d036267	Zm00008a024334,Zm00008a024335,Zm00008a024332
Nonsyntenic_Dup_1190	Cluster_1180	NA	Zm00001d036311,Zm00001d036324	Zm00008a024360
Nonsyntenic_Dup_1191	Cluster_1181	Cluster_0896	Zm00001d036366,Zm00001d036370	Zm00008a024404,Zm00008a024403
Nonsyntenic_Dup_1192	Cluster_1183	NA	Zm00001d036375,Zm00001d036378	Zm00008a024407
Nonsyntenic_Dup_1193	Cluster_1183	NA	Zm00001d036375,Zm00001d036378	Zm00008a024406
Nonsyntenic_Dup_1194	Cluster_1184	NA	Zm00001d036464,Zm00001d036467	Zm00008a024471
Nonsyntenic_Dup_1195	Cluster_1185	NA	Zm00001d036468,Zm00001d036465	Zm00008a024471
Nonsyntenic_Dup_1196	NA	Cluster_0897	Zm00001d036551	Zm00008a024530,Zm00008a024531
Nonsyntenic_Dup_1197	Cluster_1187	Cluster_0898	Zm00001d036565,Zm00001d036567,Zm00001d036568	Zm00008a024543,Zm00008a024546,Zm00008a024545
Nonsyntenic_Dup_1198	Cluster_1188	NA	Zm00001d036595,Zm00001d036594	Zm00008a024561
Nonsyntenic_Dup_1199	Cluster_1189	NA	Zm00001d036622,Zm00001d036621	Zm00008a024575
Nonsyntenic_Dup_1200	Cluster_1190	Cluster_0899	Zm00001d036646,Zm00001d036641,Zm00001d036643,Zm00001d036647	Zm00008a024598,Zm00008a024594,Zm00008a024596,Zm00008a024599
Nonsyntenic_Dup_1201	Cluster_1190	NA	Zm00001d036646,Zm00001d036641,Zm00001d036643,Zm00001d036647	Zm00008a024597
Nonsyntenic_Dup_1202	Cluster_1191	Cluster_0900	Zm00001d036655,Zm00001d036667,Zm00001d036663,Zm00001d036660	Zm00008a024613,Zm00008a024614
Nonsyntenic_Dup_1203	Cluster_1194	NA	Zm00001d036763,Zm00001d036762	Zm00008a024688
Nonsyntenic_Dup_1204	Cluster_1195	Cluster_0903	Zm00001d036791,Zm00001d036792	Zm00008a024718,Zm00008a024716
Nonsyntenic_Dup_1205	Cluster_1196	Cluster_0904	Zm00001d036804,Zm00001d036801	Zm00008a024725,Zm00008a024728
Nonsyntenic_Dup_1206	Cluster_1197	Cluster_0905	Zm00001d036824,Zm00001d036821,Zm00001d036820,Zm00001d036823,Zm00001d036822,Zm00001d036818,Zm00001d036819,Zm00001d036815,Zm00001d036816	Zm00008a024741,Zm00008a024740,Zm00008a024739,Zm00008a024737,Zm00008a024736,Zm00008a024734,Zm00008a024738,Zm00008a024732,Zm00008a024733,Zm00008a024735
Nonsyntenic_Dup_1207	Cluster_1198	NA	Zm00001d036847,Zm00001d036840,Zm00001d036845	Zm00008a024754
Nonsyntenic_Dup_1208	Cluster_1200	NA	Zm00001d036864,Zm00001d036853,Zm00001d036865,Zm00001d036855,Zm00001d036856	Zm00008a024756
Nonsyntenic_Dup_1209	Cluster_1201	Cluster_0909	Zm00001d036936,Zm00001d036940	Zm00008a024817,Zm00008a024820,Zm00008a024819
Nonsyntenic_Dup_1210	Cluster_1202	NA	Zm00001d036941,Zm00001d036942	Zm00008a024821
Nonsyntenic_Dup_1211	Cluster_1203	Cluster_0910	Zm00001d037005,Zm00001d037008,Zm00001d037009	Zm00008a024862,Zm00008a024864,Zm00008a024863
Nonsyntenic_Dup_1212	Cluster_1204	NA	Zm00001d037023,Zm00001d037019	Zm00008a024874
Nonsyntenic_Dup_1213	Cluster_1205	Cluster_0914	Zm00001d037042,Zm00001d037043	Zm00008a024972,Zm00008a024971
Nonsyntenic_Dup_1214	Cluster_1207	NA	Zm00001d037089,Zm00001d037091	Zm00008a024900
Nonsyntenic_Dup_1215	Cluster_1207	Cluster_0911	Zm00001d037089,Zm00001d037091	Zm00008a024902,Zm00008a024901
Nonsyntenic_Dup_1216	NA	Cluster_0912	Zm00001d037126	Zm00008a024942,Zm00008a024940,Zm00008a024941
Nonsyntenic_Dup_1217	Cluster_1208	Cluster_0913	Zm00001d037155,Zm00001d037153	Zm00008a024957,Zm00008a024958
Nonsyntenic_Dup_1218	Cluster_1209	Cluster_0915	Zm00001d037204,Zm00001d037205	Zm00008a025021,Zm00008a025019
Nonsyntenic_Dup_1219	Cluster_1210	NA	Zm00001d037244,Zm00001d037245	Zm00008a025054
Nonsyntenic_Dup_1220	Cluster_1211	NA	Zm00001d037249,Zm00001d037250,Zm00001d037248	Zm00008a025058
Nonsyntenic_Dup_1221	Cluster_1211	NA	Zm00001d037249,Zm00001d037250,Zm00001d037248	Zm00008a025061
Nonsyntenic_Dup_1222	Cluster_1213	NA	Zm00001d037303,Zm00001d037301	Zm00008a025104
Nonsyntenic_Dup_1223	Cluster_1214	NA	Zm00001d037316,Zm00001d037317	Zm00008a025117
Nonsyntenic_Dup_1224	Cluster_1215	Cluster_0918	Zm00001d037383,Zm00001d037382,Zm00001d037384	Zm00008a025168,Zm00008a025165,Zm00008a025167
Nonsyntenic_Dup_1225	NA	Cluster_0919	Zm00001d037388	Zm00008a025171,Zm00008a025174
Nonsyntenic_Dup_1226	Cluster_1216	Cluster_0919	Zm00001d037386,Zm00001d037389	Zm00008a025171,Zm00008a025174
Nonsyntenic_Dup_1227	NA	Cluster_0921	Zm00001d037400	Zm00008a025189,Zm00008a025181,Zm00008a025191
Nonsyntenic_Dup_1228	Cluster_1218	Cluster_0921	Zm00001d037409,Zm00001d037411	Zm00008a025189,Zm00008a025181,Zm00008a025191
Nonsyntenic_Dup_1229	Cluster_1219	NA	Zm00001d037417,Zm00001d037415	Zm00008a025196
Nonsyntenic_Dup_1230	Cluster_1221	Cluster_0923	Zm00001d037550,Zm00001d037547	Zm00008a025290,Zm00008a025289
Nonsyntenic_Dup_1231	Cluster_1222	NA	Zm00001d037580,Zm00001d037579	Zm00008a025308
Nonsyntenic_Dup_1232	Cluster_1222	NA	Zm00001d037580,Zm00001d037579	Zm00008a025309
Nonsyntenic_Dup_1233	Cluster_1223	Cluster_0924	Zm00001d037608,Zm00001d037610	Zm00008a025333,Zm00008a025330
Nonsyntenic_Dup_1234	Cluster_1226	Cluster_0926	Zm00001d037656,Zm00001d037653	Zm00008a025371,Zm00008a025369
Nonsyntenic_Dup_1235	Cluster_1226	Cluster_0927	Zm00001d037656,Zm00001d037653	Zm00008a025370,Zm00008a025372
Nonsyntenic_Dup_1236	Cluster_1227	NA	Zm00001d037666,Zm00001d037672	Zm00008a025383
Nonsyntenic_Dup_1237	Cluster_1229	Cluster_0929	Zm00001d037717,Zm00001d037700	Zm00008a025417,Zm00008a025402
Nonsyntenic_Dup_1238	Cluster_1229	NA	Zm00001d037717,Zm00001d037700	Zm00008a025403
Nonsyntenic_Dup_1239	NA	Cluster_0930	Zm00001d037721	Zm00008a025410,Zm00008a025423
Nonsyntenic_Dup_1240	Cluster_1230	Cluster_0931	Zm00001d037725,Zm00001d037727	Zm00008a025426,Zm00008a025425
Nonsyntenic_Dup_1241	Cluster_1231	Cluster_0932	Zm00001d037741,Zm00001d037740,Zm00001d037742	Zm00008a025445,Zm00008a025444
Nonsyntenic_Dup_1242	NA	Cluster_0933	Zm00001d037768	Zm00008a025470,Zm00008a025469
Nonsyntenic_Dup_1243	Cluster_1232	Cluster_0935	Zm00001d037873,Zm00001d037875,Zm00001d037877,Zm00001d037882	Zm00008a025563,Zm00008a025558
Nonsyntenic_Dup_1244	Cluster_1233	NA	Zm00001d037884,Zm00001d037886	Zm00008a025566
Nonsyntenic_Dup_1245	NA	Cluster_0936	Zm00001d037905	Zm00008a025559,Zm00008a025565,Zm00008a025560,Zm00008a025561,Zm00008a025577
Nonsyntenic_Dup_1246	Cluster_1235	Cluster_0938	Zm00001d037945,Zm00001d037943	Zm00008a025605,Zm00008a025604
Nonsyntenic_Dup_1247	Cluster_1236	Cluster_0939	Zm00001d037962,Zm00001d037961	Zm00008a025610,Zm00008a025611
Nonsyntenic_Dup_1248	Cluster_1237	Cluster_0941	Zm00001d037988,Zm00001d037985	Zm00008a025644,Zm00008a025642
Nonsyntenic_Dup_1249	Cluster_1238	Cluster_0942	Zm00001d037998,Zm00001d037999,Zm00001d037994	Zm00008a025649,Zm00008a025650
Nonsyntenic_Dup_1250	Cluster_1240	Cluster_0943	Zm00001d038052,Zm00001d038049	Zm00008a025686,Zm00008a025688
Nonsyntenic_Dup_1251	Cluster_1244	NA	Zm00001d038177,Zm00001d038178	Zm00008a025791
Nonsyntenic_Dup_1252	Cluster_1245	Cluster_0945	Zm00001d038179,Zm00001d038180,Zm00001d038186,Zm00001d038185,Zm00001d038181	Zm00008a025799,Zm00008a025794,Zm00008a025797,Zm00008a025796,Zm00008a025795
Nonsyntenic_Dup_1253	NA	Cluster_0945	Zm00001d038189	Zm00008a025799,Zm00008a025794,Zm00008a025797,Zm00008a025796,Zm00008a025795
Nonsyntenic_Dup_1254	NA	Cluster_0947	Zm00001d038221	Zm00008a025830,Zm00008a025820
Nonsyntenic_Dup_1255	Cluster_1247	Cluster_0949	Zm00001d038272,Zm00001d038271	Zm00008a025856,Zm00008a025857
Nonsyntenic_Dup_1256	Cluster_1248	Cluster_0950	Zm00001d038283,Zm00001d038284	Zm00008a025867,Zm00008a025866
Nonsyntenic_Dup_1257	Cluster_1249	NA	Zm00001d038333,Zm00001d038334	Zm00008a025909
Nonsyntenic_Dup_1258	Cluster_1251	Cluster_0952	Zm00001d038414,Zm00001d038418,Zm00001d038415,Zm00001d038425,Zm00001d038424,Zm00001d038429,Zm00001d038428,Zm00001d038413	Zm00008a025973,Zm00008a025974,Zm00008a025979,Zm00008a025975,Zm00008a025976
Nonsyntenic_Dup_1259	Cluster_1252	Cluster_0953	Zm00001d038452,Zm00001d038459	Zm00008a026001,Zm00008a025995
Nonsyntenic_Dup_1260	Cluster_1253	Cluster_0954	Zm00001d038453,Zm00001d038460	Zm00008a026002,Zm00008a025996
Nonsyntenic_Dup_1261	NA	Cluster_0955	Zm00001d038484	Zm00008a026025,Zm00008a026031
Nonsyntenic_Dup_1262	NA	Cluster_0956	Zm00001d038485	Zm00008a026026,Zm00008a026030
Nonsyntenic_Dup_1263	NA	Cluster_0956	Zm00001d038487	Zm00008a026026,Zm00008a026030
Nonsyntenic_Dup_1264	NA	Cluster_0956	Zm00001d038488	Zm00008a026026,Zm00008a026030
Nonsyntenic_Dup_1265	NA	Cluster_0957	Zm00001d038494	Zm00008a026035,Zm00008a026043
Nonsyntenic_Dup_1266	NA	Cluster_0957	Zm00001d038503	Zm00008a026035,Zm00008a026043
Nonsyntenic_Dup_1267	NA	Cluster_0957	Zm00001d038504	Zm00008a026035,Zm00008a026043
Nonsyntenic_Dup_1268	Cluster_1254	NA	Zm00001d038523,Zm00001d038526	Zm00008a026060
Nonsyntenic_Dup_1269	Cluster_1255	NA	Zm00001d038543,Zm00001d038545	Zm00008a026078
Nonsyntenic_Dup_1270	Cluster_1256	NA	Zm00001d038551,Zm00001d038549	Zm00008a026081
Nonsyntenic_Dup_1271	Cluster_1256	Cluster_0958	Zm00001d038551,Zm00001d038549	Zm00008a026085,Zm00008a026083
Nonsyntenic_Dup_1272	Cluster_1257	NA	Zm00001d038584,Zm00001d038585	Zm00008a026104
Nonsyntenic_Dup_1273	Cluster_1258	NA	Zm00001d038599,Zm00001d038598	Zm00008a026114
Nonsyntenic_Dup_1274	Cluster_1259	Cluster_0959	Zm00001d038605,Zm00001d038604	Zm00008a026117,Zm00008a026116
Nonsyntenic_Dup_1275	Cluster_1260	Cluster_0960	Zm00001d038634,Zm00001d038633,Zm00001d038640	Zm00008a026140,Zm00008a026144,Zm00008a026141,Zm00008a026142
Nonsyntenic_Dup_1276	Cluster_1262	Cluster_0961	Zm00001d038699,Zm00001d038702,Zm00001d038703,Zm00001d038700	Zm00008a026189,Zm00008a026188,Zm00008a026187,Zm00008a026186
Nonsyntenic_Dup_1277	Cluster_1264	Cluster_0964	Zm00001d038764,Zm00001d038765,Zm00001d038763	Zm00008a026237,Zm00008a026239,Zm00008a026238
Nonsyntenic_Dup_1278	Cluster_1265	NA	Zm00001d038811,Zm00001d038812,Zm00001d038813	Zm00008a026267
Nonsyntenic_Dup_1279	Cluster_1266	NA	Zm00001d038830,Zm00001d038831	Zm00008a026281
Nonsyntenic_Dup_1280	Cluster_1267	NA	Zm00001d038875,Zm00001d038874	Zm00008a026330
Nonsyntenic_Dup_1281	Cluster_1268	Cluster_0966	Zm00001d038884,Zm00001d038883	Zm00008a026338,Zm00008a026339
Nonsyntenic_Dup_1282	Cluster_1270	Cluster_0968	Zm00001d038913,Zm00001d038911	Zm00008a026360,Zm00008a026362
